484468.002000
trans_code vehicle_type dis_seq distribute_lea_tm distribute_arr_tm distance trans_cost charge_cost wait_cost fixed_use_cost total_cost charge_cnt
DP0027 2 20000;20213;20225;21169;20009;20817;21310;21301;21333;21407;21324;20000 8:0 17:7 148762 2082.67 50 8.40 300 2441.07 1
DP0028 2 20000;20218;20541;20175;20804;20993;20983;21335;21294;21282;21323;21383;20000 8:0 16:59 107121 1499.69 0 14.00 300 1813.69 0
DP0029 2 20000;20228;20391;20734;20380;20234;21353;21315;21376;21435;20000 8:0 17:1 166068 2324.95 50 1.60 300 2676.55 1
DP0030 2 20000;20255;20496;20524;20413;20077;20164;21279;21322;21497;20000 8:0 16:14 178506 2499.08 50 0.40 300 2849.48 1
DP0031 1 20000;20982;20574;20980;20698;21487;20000 8:0 13:25 109423 1313.08 50 1.20 200 1564.28 1
DP0032 1 20000;20284;20167;20358;20011;21443;21342;21377;21360;21374;21421;20000 8:0 17:22 196112 2353.34 100 1.60 200 2654.94 2
DP0033 2 20000;20991;21061;20815;20781;20000 8:0 12:13 108375 1517.25 0 2.40 300 1819.65 0
DP0034 2 20000;20294;20470;20584;20854;20051;20066;21318;21345;21317;21452;21320;20000 8:0 17:40 187265 2621.71 50 11.60 300 2983.31 1
DP0035 2 20000;20326;20441;20846;20088;20037;20053;21372;21249;21347;21232;21476;20000 8:0 17:13 155682 2179.55 50 2.00 300 2531.55 1
DP0036 1 20000;20333;20563;20581;21014;20127;20047;21305;21365;21255;21216;21452;20000 8:0 17:26 146320 1755.84 50 2.40 200 2008.24 1
DP0037 2 20000;20328;20453;20906;20374;20184;21343;21212;21490;20000 8:0 16:32 166795 2335.13 50 2.40 300 2687.53 1
DP0038 1 20000;21052;21132;21029;20181;20176;21488;21207;20000 8:0 15:36 135917 1631.00 50 27.20 200 1908.20 1
DP0039 2 20000;20382;20335;20090;20489;21118;21364;21352;21267;21316;21411;20000 8:0 17:59 181890 2546.46 50 22.40 300 2918.86 1
DP0040 2 20000;20411;20795;21120;20039;20984;21252;21253;21362;21355;21473;20000 8:0 16:52 149149 2088.09 50 17.60 300 2455.69 1
DP0041 2 20000;20415;20371;20580;20687;20366;21138;21389;21321;21368;20000 8:0 16:28 89210 1248.94 0 32.80 300 1581.74 0
DP0042 2 20000;20454;20484;20962;20959;20436;20608;21326;21203;21260;21493;20000 8:0 17:28 137952 1931.33 50 29.20 300 2310.53 1
DP0043 1 20000;21106;20682;20974;21020;20613;21427;21256;20000 8:0 14:59 167566 2010.79 50 0.00 200 2260.79 1
DP0044 2 20000;20478;20334;20444;20407;20152;21390;21411;21296;20000 8:0 16:52 172996 2421.94 50 16.00 300 2787.94 1
DP0045 2 20000;20485;20862;20067;20683;21107;21140;21264;21442;21274;20000 8:0 16:18 162923 2280.92 50 8.40 300 2639.32 1
DP0046 1 20000;20497;20210;20642;20628;20979;20770;21285;21299;21370;20000 8:0 16:33 99380 1192.56 0 33.20 200 1425.76 0
DP0047 2 20000;20539;20158;20103;20632;20036;21331;21344;21261;21403;20000 8:0 16:6 133830 1873.62 50 14.40 300 2238.02 1
DP0048 2 20000;21143;21144;21100;20575;20378;21427;20000 8:0 14:22 178964 2505.50 50 0.00 300 2855.50 1
DP0049 2 20000;20551;20655;20022;20191;20165;21356;21336;21437;20000 8:0 16:18 162500 2275.00 50 11.20 300 2636.20 1
DP0050 2 20000;21152;20419;20786;20724;20000 8:0 12:18 93072 1303.01 0 0.00 300 1603.01 0
DP0051 1 20000;20565;20001;20818;20106;20265;21327;21488;21229;20000 8:0 16:25 163536 1962.43 50 18.80 200 2231.23 1
DP0052 1 20000;20593;20706;20163;20114;20523;21439;21359;21369;20000 8:0 16:35 172673 2072.08 50 17.60 200 2339.68 1
DP0053 2 20000;20612;20341;20109;20464;20111;21275;21241;21494;20000 8:0 16:39 163525 2289.35 50 25.60 300 2664.95 1
DP0054 2 20000;20149;20923;21017;20652;21479;20000 8:0 13:24 131237 1837.32 50 0.00 300 2187.32 1
DP0055 1 20000;20223;21090;20215;20460;21479;20000 8:0 13:33 132849 1594.19 50 0.00 200 1844.19 1
DP0056 2 20000;20640;20268;20789;20578;20943;21047;21367;21399;21426;20000 8:0 15:59 123626 1730.76 50 9.20 300 2089.96 1
DP0057 1 20000;20673;20423;21093;20946;20493;20643;21300;21346;20000 8:0 15:18 91125 1093.50 0 29.60 200 1323.10 0
DP0058 1 20000;20725;20298;20802;21420;20000 8:0 12:44 106647 1279.76 50 0.00 200 1529.76 1
DP0059 1 20000;20713;20142;20081;20965;20688;21251;21476;20000 8:0 16:17 132012 1584.14 50 45.60 200 1879.74 1
DP0060 1 20000;20739;20044;21153;20949;20379;21086;20000 8:0 13:0 66409 796.91 0 0.00 200 996.91 0
DP0061 2 20000;20355;21167;21186;20562;21416;20000 8:0 14:5 153171 2144.39 50 0.00 300 2494.39 1
DP0062 2 20000;20774;20472;21099;20457;21000;20192;21307;21460;20000 8:0 17:0 159740 2236.36 50 26.80 300 2613.16 1
DP0063 2 20000;20814;20322;20078;20570;20463;21278;21500;20000 8:0 16:10 177318 2482.45 50 33.20 300 2865.65 1
DP0064 2 20000;20830;20985;20297;20270;20910;20061;21244;21420;20000 8:0 15:20 128549 1799.69 50 0.00 300 2149.69 1
DP0065 2 20000;20855;20196;21060;20112;20034;21388;21408;20000 8:0 16:59 129403 1811.64 50 57.60 300 2219.24 1
DP0066 1 20000;20431;21151;20504;20827;21416;20000 8:0 13:42 138492 1661.90 50 0.00 200 1911.90 1
DP0067 1 20000;20432;20751;20527;21411;20000 8:0 12:57 118224 1418.69 50 0.00 200 1668.69 1
DP0068 1 20000;20878;20680;20849;21025;20428;21500;20000 8:0 13:32 127375 1528.50 50 0.00 200 1778.50 1
DP0069 1 20000;20445;20450;21165;20455;21073;21082;20000 8:15 12:32 36401 436.81 0 0.00 200 636.81 0
DP0070 2 20000;20899;20636;20417;20658;20956;20000 8:0 12:38 68968 965.55 0 0.00 300 1265.55 0
DP0071 2 20000;20913;21055;20970;20206;20865;21258;21416;20000 8:0 16:8 157574 2206.04 50 18.00 300 2574.04 1
DP0072 1 20000;20955;20884;20592;21184;20550;20921;20000 8:0 12:51 87410 1048.92 0 1.20 200 1250.12 0
DP0073 1 20000;20967;20064;21056;20405;21195;20227;20000 8:0 13:25 69761 837.13 0 0.00 200 1037.13 0
DP0074 2 20000;20999;20536;20958;20509;20278;20000 8:0 12:52 71698 1003.77 0 0.00 300 1303.77 0
DP0075 1 20000;21001;21175;20246;20262;20363;20000 8:0 13:3 86956 1043.47 0 0.00 200 1243.47 0
DP0076 1 20000;21035;20332;21154;20000 8:0 11:34 83424 1001.09 0 0.00 200 1201.09 0
DP0077 2 20000;21039;20557;20459;20968;20140;21160;20000 8:0 12:43 57031 798.43 0 0.00 300 1098.43 0
DP0078 1 20000;20689;20754;21030;21447;20000 8:0 12:53 107007 1284.08 50 0.00 200 1534.08 1
DP0079 1 20000;21065;20778;20514;20314;20354;20000 8:0 12:24 48753 585.04 0 0.00 200 785.04 0
DP0080 1 20000;21087;21139;20824;20907;20837;20216;20000 8:0 11:52 27208 326.50 0 0.00 200 526.50 0
DP0081 1 20000;20732;20188;21043;20187;20000 8:0 12:41 75251 903.01 0 0.00 200 1103.01 0
DP0082 1 20000;21110;20183;20850;21189;20748;21446;20000 8:0 13:28 127172 1526.06 50 0.00 200 1776.06 1
DP0083 2 20000;20753;20861;20559;20000 8:26 12:20 116979 1637.71 0 0.00 300 1937.71 0
DP0084 1 20000;21146;20465;20069;20761;20695;20000 8:0 13:2 98395 1180.74 0 0.00 200 1380.74 0
DP0085 1 20000;20767;20820;20602;20014;20000 8:0 12:42 89517 1074.20 0 0.00 200 1274.20 0
DP0086 1 20000;20775;20879;20353;20919;20000 8:14 12:13 69789 837.47 0 0.00 200 1037.47 0
DP0087 1 20000;21187;20446;20287;20396;20376;20000;21263;20000 8:0 16:4 173028 2076.34 0 24.00 200 2300.34 0
DP0088 1 20000;21191;20799;20630;21453;20000 8:0 12:49 116551 1398.61 50 0.00 200 1648.61 1
DP0089 1 20000;20016;20847;20214;20488;20521;21413;20000 8:0 13:40 105472 1265.66 50 0.00 200 1515.66 1
DP0090 2 20000;20052;20389;20801;20718;20129;21247;21471;20000 8:0 15:0 133619 1870.67 50 3.60 300 2224.27 1
DP0091 1 20000;20080;21041;20005;20944;21188;21416;20000 8:0 14:9 128536 1542.43 50 0.00 200 1792.43 1
DP0092 1 20000;20917;21011;21192;21449;20000 8:0 13:12 137483 1649.80 50 0.00 200 1899.80 1
DP0093 2 20000;20918;20623;20964;20000 8:0 12:33 112340 1572.76 0 0.00 300 1872.76 0
DP0094 1 20000;20100;20534;20742;20365;20148;21419;20000 8:0 13:55 113369 1360.43 50 0.00 200 1610.43 1
DP0095 1 20000;20160;20099;20233;20032;20900;21488;20000 8:0 14:2 133611 1603.33 50 0.00 200 1853.33 1
DP0096 2 20000;20173;21119;21199;20842;20095;21183;20000 8:0 13:3 115845 1621.83 0 0.40 300 1922.23 0
DP0097 2 20000;20951;21006;20977;21480;20000 8:0 13:9 153465 2148.51 50 1.20 300 2499.71 1
DP0098 1 20000;20953;21141;20670;21480;20000 8:0 12:45 114074 1368.89 50 0.00 200 1618.89 1
DP0099 2 20000;20972;20810;21405;20000 8:0 12:9 119106 1667.48 50 0.00 300 2017.48 1
DP0100 2 20000;20986;20825;21054;21455;20000 8:0 13:6 143282 2005.95 50 0.00 300 2355.95 1
DP0101 2 20000;20990;20101;20707;20000 8:0 12:35 119361 1671.05 0 0.00 300 1971.05 0
DP0102 2 20000;20235;20421;20617;20518;20589;21422;20000 8:0 14:16 128278 1795.89 50 0.00 300 2145.89 1
DP0103 2 20000;21008;21063;21046;20000 8:10 12:31 114760 1606.64 0 0.00 300 1906.64 0
DP0104 1 20000;20245;20890;20969;20180;20787;21459;20000 8:0 14:0 144223 1730.68 50 0.00 200 1980.68 1
DP0105 2 20000;20303;20883;20308;20835;20771;20000 8:0 12:56 104054 1456.76 0 0.00 300 1756.76 0
DP0106 2 20000;20321;20665;20639;21058;20741;20000 8:0 13:13 101198 1416.77 0 0.00 300 1716.77 0
DP0107 1 20000;21078;20329;21451;20000 8:0 12:29 133802 1605.62 50 0.00 200 1855.62 1
DP0108 1 20000;20362;20193;21162;21142;20248;20000 8:0 13:47 92306 1107.67 0 0.00 200 1307.67 0
DP0109 1 20000;21101;20512;21427;20000 8:0 12:42 143990 1727.88 50 0.00 200 1977.88 1
DP0110 1 20000;20393;20515;20150;20922;20782;21439;20000 8:0 14:0 114398 1372.78 50 0.00 200 1622.78 1
DP0111 1 20000;20395;20197;20426;20466;21479;20000 8:0 13:41 126610 1519.32 50 1.60 200 1770.92 1
DP0112 1 20000;20400;20049;20060;20666;21420;20000 8:0 13:36 124825 1497.90 50 0.00 200 1747.90 1
DP0113 1 20000;20422;20627;20169;20020;21013;21453;20000 8:0 14:4 126698 1520.38 50 0.00 200 1770.38 1
DP0114 1 20000;21197;20330;21437;20000 8:9 12:22 142938 1715.26 50 0.00 200 1965.26 1
DP0115 1 20000;20442;20492;20096;20875;20667;21411;20000 8:0 13:50 116327 1395.92 50 0.00 200 1645.92 1
DP0116 1 20000;20449;20691;20637;20059;20622;21420;20000 8:0 13:55 132459 1589.51 50 0.00 200 1839.51 1
DP0117 1 20000;20480;20555;20616;20834;20315;21419;20000 8:0 14:0 111113 1333.36 50 0.00 200 1583.36 1
DP0118 2 20000;20316;20000 8:0 11:28 115806 1621.28 0 0.00 300 1921.28 0
DP0119 1 20000;20511;20408;20076;20530;21420;20000 8:0 13:29 126231 1514.77 50 0.00 200 1764.77 1
DP0120 2 20000;20513;21102;20828;20531;20677;20000 8:0 13:26 112306 1572.28 0 0.00 300 1872.28 0
DP0121 2 20000;20145;20000 8:25 11:31 102272 1431.81 0 0.00 300 1731.81 0
DP0122 1 20000;20546;20483;20104;20856;21486;20000 8:0 13:29 132416 1588.99 50 0.00 200 1838.99 1
DP0123 1 20000;20561;20808;20000 9:41 11:42 31019 372.23 0 0.00 200 572.23 0
DP0124 1 20000;20601;21427;20000 8:0 12:8 161882 1942.58 50 0.00 200 2192.58 1
DP0125 1 20000;20777;20000 9:15 11:13 79939 959.27 0 0.00 200 1159.27 0
DP0126 2 20000;20576;20653;20500;20611;20370;20000 8:0 13:1 113961 1595.45 0 0.00 300 1895.45 0
DP0127 1 20000;20858;20312;20000 9:20 11:41 59603 715.24 0 0.00 200 915.24 0
DP0128 1 20000;20936;21131;20654;20000 8:1 12:13 96760 1161.12 0 0.00 200 1361.12 0
DP0129 1 20000;20957;20000 8:46 11:23 89547 1074.56 0 0.00 200 1274.56 0
DP0130 1 20000;20594;21112;20839;20157;20679;21449;20000 8:0 14:8 125699 1508.39 50 0.00 200 1758.39 1
DP0131 1 20000;21038;20000 8:44 11:27 90966 1091.59 0 0.00 200 1291.59 0
DP0132 1 20000;20604;20093;20153;20961;20674;20783;20000 8:0 12:54 93368 1120.42 0 0.00 200 1320.42 0
DP0133 1 20000;21124;21159;20851;20000 8:22 11:46 73545 882.54 0 7.60 200 1090.14 0
DP0134 2 20000;21155;20000 9:38 10:49 19890 278.46 0 0.00 300 578.46 0
DP0135 2 20000;21198;20336;20000 9:55 11:42 33902 474.63 0 0.00 300 774.63 0
DP0136 1 20000;20635;20085;20079;20491;21411;20000 8:0 13:36 134253 1611.04 50 0.00 200 1861.04 1
DP0137 2 20000;20320;20000 9:55 12:36 59370 831.18 0 0.00 300 1131.18 0
DP0138 1 20000;20662;20388;21137;20712;21422;20000 8:0 13:14 104454 1253.45 50 0.00 200 1503.45 1
DP0139 1 20000;20669;20350;20264;20425;21413;20000 8:0 13:48 134386 1612.63 50 0.00 200 1862.63 1
DP0140 1 20000;20671;20838;20882;20338;20310;20212;20000 8:0 12:30 48363 580.36 0 0.00 200 780.36 0
DP0141 1 20000;20135;20038;21157;20003;20660;20749;21202;21227;21222;21375;21397;21475;20000 8:0 17:42 102102 1225.22 50 17.20 200 1492.42 1
DP0142 1 20000;20681;21172;20704;20013;21069;21471;20000 8:0 13:54 120812 1449.74 50 0.00 200 1699.74 1
DP0143 2 20000;20694;20610;20202;20805;21427;20000 8:0 14:1 168032 2352.45 50 0.00 300 2702.45 1
DP0144 1 20000;20708;20598;20963;21028;20205;20000 8:0 12:43 65545 786.54 0 2.00 200 988.54 0
DP0145 1 20000;20715;20811;20537;20908;20693;21453;20000 8:0 13:29 105812 1269.74 50 0.00 200 1519.74 1
DP0146 1 20000;20731;20475;20002;20663;20641;20317;21291;21332;21337;21328;20000 8:0 16:17 91236 1094.83 0 14.00 200 1308.83 0
DP0147 2 20000;20736;20495;20282;20254;20404;20000 8:16 13:17 90827 1271.58 0 0.00 300 1571.58 0
DP0148 1 20000;20740;20344;21040;20766;20000 8:0 12:55 96606 1159.27 0 0.00 200 1359.27 0
DP0149 1 20000;20745;20776;20994;20301;21113;20000 8:0 12:44 65429 785.15 0 0.00 200 985.15 0
DP0150 1 20000;20757;20997;20560;20402;20118;21437;20000 8:0 13:29 115603 1387.24 50 0.00 200 1637.24 1
DP0151 1 20000;20762;20259;20243;20852;21491;20000 8:0 13:35 113225 1358.70 50 0.00 200 1608.70 1
DP0152 2 20000;20769;20889;20490;20390;20577;20000 8:0 12:51 74493 1042.90 0 0.00 300 1342.90 0
DP0153 2 20000;21136;20040;20481;20237;20030;21276;21248;21403;21304;20000 8:0 16:4 128110 1793.54 50 0.00 300 2143.54 1
DP0154 1 20000;20788;21088;20179;20607;21491;20000 8:0 13:16 109581 1314.97 50 0.00 200 1564.97 1
DP0155 2 20000;20021;20102;20190;20062;20105;21024;21284;21281;21373;21319;20000 8:0 17:3 105613 1478.58 0 30.40 300 1808.98 0
DP0156 2 20000;20797;21156;20572;20649;21079;20995;20000 8:0 13:4 110858 1552.01 0 0.00 300 1852.01 0
DP0157 1 20000;20863;20116;21176;20909;20107;21490;20000 8:0 13:47 113992 1367.90 50 0.00 200 1617.90 1
DP0158 1 20000;20870;20305;20981;20845;21453;20000 8:0 13:23 122526 1470.31 50 0.00 200 1720.31 1
DP0159 2 20000;20880;20940;20978;20887;20307;20000 8:0 12:32 94562 1323.87 0 2.40 300 1626.27 0
DP0160 1 20000;20896;20615;20629;20194;21459;20000 8:0 13:12 128381 1540.57 50 0.00 200 1790.57 1
DP0161 1 20000;20898;20339;20251;20952;21453;20000 8:0 13:23 109037 1308.44 50 0.00 200 1558.44 1
DP0162 2 20000;20912;20091;20373;20279;20000 8:0 12:51 110974 1553.64 0 0.00 300 1853.64 0
DP0163 1 20000;20914;20816;21050;20392;20159;21460;20000 8:0 13:51 117735 1412.82 50 0.00 200 1662.82 1
DP0164 2 20000;20204;20137;20063;20375;20873;21306;21309;20000 8:0 14:23 123340 1726.76 0 5.20 300 2031.96 0
DP0165 1 20000;20931;20904;20547;20868;21422;20000 8:0 13:36 100479 1205.75 50 0.00 200 1455.75 1
DP0166 1 20000;20935;20510;20345;20798;20000 8:2 12:28 81044 972.53 0 0.00 200 1172.53 0
DP0167 1 20000;20971;20790;21044;20211;20000 8:0 12:36 91133 1093.60 0 0.00 200 1293.60 0
DP0168 1 20000;20973;20685;20809;21064;20634;20000 8:0 12:49 79680 956.16 0 0.00 200 1156.16 0
DP0169 1 20000;20267;20678;20508;20242;20773;21386;21224;21378;21348;21419;20000 8:0 17:17 149346 1792.15 50 19.60 200 2061.75 1
DP0170 1 20000;20987;21053;20764;20274;21404;20000 8:0 13:17 105779 1269.35 50 0.00 200 1519.35 1
DP0171 2 20000;20289;20293;21096;20750;20224;21400;20000 8:0 13:43 116762 1634.67 0 11.60 300 1946.27 0
DP0172 1 20000;20992;20525;20185;20125;21451;20000 8:0 14:13 134314 1611.77 50 0.00 200 1861.77 1
DP0173 2 20000;21022;21092;20351;20130;20000 8:0 12:12 72483 1014.76 0 0.00 300 1314.76 0
DP0174 1 20000;21023;21057;20447;20586;20730;21499;20000 8:0 14:3 121830 1461.96 50 0.00 200 1711.96 1
DP0175 1 20000;21048;20331;21127;20083;21427;20000 8:0 13:55 160936 1931.23 50 0.00 200 2181.23 1
DP0176 2 20000;20367;21200;20807;20074;20647;21381;20000;21286;20000 8:0 15:34 106724 1494.14 0 25.20 300 1819.34 0
DP0177 1 20000;21062;21089;20605;20240;20631;20000 8:0 13:0 99413 1192.96 0 0.00 200 1392.96 0
DP0178 1 20000;21074;21177;20606;20600;20045;21479;20000 8:0 14:6 131091 1573.09 50 0.00 200 1823.09 1
DP0179 1 20000;21076;20737;20200;20529;21449;20000 8:0 13:44 120002 1440.02 50 0.00 200 1690.02 1
DP0180 2 20000;21091;20877;20819;20857;21034;20000 8:0 12:42 104501 1463.01 0 0.00 300 1763.01 0
DP0181 2 20000;20473;20930;20195;20110;20573;20263;21340;21393;20000 8:0 16:16 90978 1273.69 0 32.80 300 1606.49 0
DP0182 1 20000;21108;20461;20433;21182;21437;20000 8:0 13:28 120444 1445.33 50 0.00 200 1695.33 1
DP0183 1 20000;21115;20383;20894;20506;21409;20000 8:0 13:16 123629 1483.55 50 0.00 200 1733.55 1
DP0184 1 20000;21125;20924;21173;20960;21427;20000 8:0 13:49 143768 1725.22 50 0.00 200 1975.22 1
DP0185 1 20000;21134;20519;20177;20477;21459;20000 8:0 13:39 125130 1501.56 50 0.00 200 1751.56 1
DP0186 1 20000;20544;20403;20853;20058;20714;21385;21392;20000 8:0 14:43 98476 1181.71 0 7.60 200 1389.31 0
DP0187 1 20000;21150;20348;20526;20989;21416;20000 8:0 13:11 131758 1581.10 50 0.00 200 1831.10 1
DP0188 2 20000;20558;20217;20082;20360;20346;21391;21395;21308;21398;21480;20000 8:0 17:29 130561 1827.85 50 24.40 300 2202.25 1
DP0189 2 20000;21185;20387;20299;21027;20000 8:0 12:40 94007 1316.10 0 0.00 300 1616.10 0
DP0190 1 20000;20026;20291;20684;20709;21427;20000 8:0 13:47 145216 1742.59 50 0.00 200 1992.59 1
DP0191 2 20000;20132;20186;20474;20429;21479;20000 8:6 14:7 145333 2034.66 50 0.00 300 2384.66 1
DP0192 2 20000;20614;20822;20939;20136;20599;20487;20000 8:0 13:9 69522 973.31 0 0.00 300 1273.31 0
DP0193 2 20000;20621;20178;20087;20548;20934;20269;21334;21325;21488;20000 8:0 16:9 158250 2215.50 50 1.20 300 2566.70 1
DP0194 1 20000;20229;20143;20236;21416;20000 8:0 13:11 131149 1573.79 50 0.00 200 1823.79 1
DP0195 2 20000;20285;20162;21427;20000 8:0 12:45 143207 2004.90 50 0.00 300 2354.90 1
DP0196 1 20000;20692;20813;20027;20043;20244;21449;21236;20000 8:0 16:1 149244 1790.93 50 34.00 200 2074.93 1
DP0197 2 20000;20318;20743;20182;21416;20000 8:0 13:48 135614 1898.60 50 0.00 300 2248.60 1
DP0198 2 20000;20340;20893;20271;20000 8:0 12:34 89490 1252.86 0 2.00 300 1554.86 0
DP0199 2 20000;20772;20288;20108;20597;21097;21270;21424;20000 8:0 17:16 157012 2198.17 50 43.20 300 2591.37 1
DP0200 1 20000;20356;20686;20881;21411;20000 8:0 13:11 125423 1505.08 50 0.00 200 1755.08 1
DP0201 1 20000;20368;20988;20092;21437;20000 8:0 13:9 145534 1746.41 50 0.00 200 1996.41 1
DP0202 1 20000;20418;20238;21080;21452;20000 8:0 13:41 142394 1708.73 50 0.00 200 1958.73 1
DP0203 1 20000;20430;20522;20520;20000 8:0 12:19 76321 915.85 0 0.00 200 1115.85 0
DP0204 1 20000;20867;21148;20933;20094;20075;20456;20000 8:0 13:27 86075 1032.90 0 0.00 200 1232.90 0
DP0205 1 20000;20876;20352;20726;20905;20412;20911;21421;20000 8:0 13:55 98486 1181.83 50 1.60 200 1433.43 1
DP0206 1 20000;20438;20443;21067;20650;21460;20000 8:0 12:56 120152 1441.82 50 3.20 200 1695.02 1
DP0207 1 20000;20885;20323;20283;20121;20916;20000 8:0 12:45 114858 1378.30 0 0.00 200 1578.30 0
DP0208 1 20000;20468;20727;21193;20941;21452;20000 8:0 13:23 129008 1548.10 50 0.00 200 1798.10 1
DP0209 2 20000;20533;20620;20319;20705;20000 8:0 12:34 109231 1529.23 0 2.80 300 1832.03 0
DP0210 2 20000;20535;21075;20528;20833;20000 8:19 12:30 90754 1270.56 0 0.00 300 1570.56 0
DP0211 1 20000;20625;21021;20128;21427;20000 8:0 13:41 143767 1725.20 50 0.00 200 1975.20 1
DP0212 1 20000;20644;21012;20439;21471;20000 8:0 13:7 130975 1571.70 50 0.00 200 1821.70 1
DP0213 1 20000;20648;20864;20747;21424;20000 8:0 13:0 111152 1333.82 50 0.00 200 1583.82 1
DP0214 1 20000;21015;20657;20304;20888;20624;20000 8:0 13:30 94187 1130.24 0 0.00 200 1330.24 0
DP0215 1 20000;20664;21126;20505;20590;20000 8:0 12:34 75469 905.63 0 0.00 200 1105.63 0
DP0216 2 20000;21045;21004;21114;20668;20073;21481;20000 8:0 13:55 124840 1747.76 50 0.00 300 2097.76 1
DP0217 1 20000;20700;20756;21459;20000 8:36 12:31 127608 1531.30 50 0.00 200 1781.30 1
DP0218 1 20000;20719;20892;21190;20794;21486;20000 8:0 13:20 135060 1620.72 50 0.00 200 1870.72 1
DP0219 1 20000;21094;20759;20901;20385;20503;20000 8:0 13:18 91524 1098.29 0 1.20 200 1299.49 0
DP0220 1 20000;20746;20435;20134;21471;20000 8:0 13:11 129001 1548.01 50 0.80 200 1798.81 1
DP0221 2 20000;21145;20675;20295;21149;20381;20000 8:0 12:12 46561 651.85 0 4.00 300 955.85 0
DP0222 1 20000;20755;20791;20494;20915;21471;20000 8:0 13:30 152270 1827.24 50 0.00 200 2077.24 1
DP0223 1 20000;21171;20595;20144;21059;21066;21084;20000;21312;20000 8:0 15:5 101005 1212.06 0 24.00 200 1436.06 0
