388926.996000
trans_code vehicle_type dis_seq distribute_lea_tm distribute_arr_tm distance trans_cost charge_cost wait_cost fixed_use_cost total_cost charge_cnt
DP0040 1 40000;40420;40622;40653;40799;40194;40477;41163;41089;41039;41051;41242;40000 8:0 17:48 170608 2047.30 50 22.00 200 2319.30 1
DP0041 2 40000;40162;40929;40525;40835;41277;40000 8:0 14:31 165429 2316.01 50 0.00 300 2666.01 1
DP0042 1 40000;40444;40498;40768;40141;40791;40428;41048;41164;41109;41248;40000 8:0 16:39 112652 1351.82 50 21.60 200 1623.42 1
DP0043 1 40000;40468;40030;40795;40101;40075;40744;41097;41179;41297;40000 8:0 15:50 113328 1359.94 50 0.00 200 1609.94 1
DP0044 1 40000;40185;40285;40426;41218;40000 8:0 13:15 120232 1442.78 50 0.00 200 1692.78 1
DP0045 2 40000;40487;40302;40349;40400;40909;40146;41116;41147;41099;41289;40000 8:0 17:39 128255 1795.57 50 28.00 300 2173.57 1
DP0046 2 40000;40499;40866;40362;40015;40690;41124;41117;41262;41086;40000 8:0 16:33 164797 2307.16 50 11.20 300 2668.36 1
DP0047 1 40000;40273;40673;40822;41244;40000 8:0 13:51 119843 1438.12 50 0.00 200 1688.12 1
DP0048 2 40000;40303;40318;40620;40783;41256;40000 8:0 13:43 157286 2202.00 50 0.00 300 2552.00 1
DP0049 1 40000;40513;40051;40066;40492;40920;41185;41041;41217;40000 8:0 17:12 147866 1774.39 50 55.60 200 2079.99 1
DP0050 2 40000;40518;40280;40747;40488;40384;41133;41115;40000 8:0 15:45 126680 1773.52 0 36.00 300 2109.52 0
DP0051 1 40000;40335;40668;40367;40985;40000 8:38 12:45 83583 1003.00 0 0.00 200 1203.00 0
DP0052 1 40000;40537;40396;40287;40489;40843;40376;41167;41024;41290;41176;40000 8:0 17:14 184861 2218.33 50 17.20 200 2485.53 1
DP0053 2 40000;40542;40720;40848;40421;40482;40903;41031;41104;41299;40000 8:0 16:49 140901 1972.61 50 28.00 300 2350.61 1
DP0054 2 40000;40549;40152;40786;40073;40836;41056;41250;41055;40000 8:0 16:16 168893 2364.50 50 8.80 300 2723.30 1
DP0055 1 40000;40418;40613;40427;41242;40000 8:0 13:12 139805 1677.66 50 0.00 200 1927.66 1
DP0056 1 40000;40570;40987;40657;40515;40572;40809;41028;40000 8:0 15:31 75466 905.59 0 38.40 200 1143.99 0
DP0057 1 40000;40431;40460;40765;40723;41281;40000 8:0 13:25 140934 1691.21 50 0.00 200 1941.21 1
DP0058 2 40000;40604;40547;40113;40150;40686;41166;41219;40000 8:0 16:2 166546 2331.64 50 30.00 300 2711.64 1
DP0059 1 40000;40442;40898;40165;40000 8:0 12:25 96319 1155.83 0 0.00 200 1355.83 0
DP0060 1 40000;40533;40366;40740;40192;40597;41248;40000 8:0 13:38 117068 1404.82 50 4.00 200 1658.82 1
DP0061 1 40000;40650;40423;40237;40161;40534;40642;40000 8:0 13:27 95935 1151.22 0 0.40 200 1351.62 0
DP0062 2 40000;40660;40001;40485;40054;40325;41249;40000 8:0 13:20 144979 2029.71 50 0.00 300 2379.71 1
DP0063 1 40000;40670;40306;40521;40451;40124;40878;40000 8:0 12:46 53236 638.83 0 0.00 200 838.83 0
DP0064 1 40000;40583;40305;40204;40495;40259;41296;40000 8:13 13:15 132061 1584.73 50 0.00 200 1834.73 1
DP0065 1 40000;40695;40548;40805;40275;40691;40473;40000 8:0 12:37 71536 858.43 0 0.00 200 1058.43 0
DP0066 1 40000;40700;40218;40090;40576;40114;41292;40000 8:0 13:55 153049 1836.59 50 0.00 200 2086.59 1
DP0067 1 40000;40702;40392;40497;40049;40199;40847;41289;40000 8:0 14:18 120917 1451.00 50 0.00 200 1701.00 1
DP0068 2 40000;40709;40041;40938;40118;40092;41250;40000 8:0 14:4 173575 2430.05 50 0.00 300 2780.05 1
DP0069 2 40000;40643;40900;40517;41265;40000 8:0 13:23 140064 1960.90 50 0.00 300 2310.90 1
DP0070 1 40000;40659;40388;40739;40000 8:48 12:46 82939 995.27 0 0.00 200 1195.27 0
DP0071 1 40000;40680;40607;40059;41215;40000 8:0 13:8 150529 1806.35 50 0.00 200 2056.35 1
DP0072 1 40000;40785;40663;40593;40438;40510;40283;41296;40000 8:0 13:39 121711 1460.53 50 0.00 200 1710.53 1
DP0073 1 40000;40687;40846;40746;41275;40000 8:0 12:53 107603 1291.24 50 0.00 200 1541.24 1
DP0074 1 40000;40804;40129;40172;40897;40986;41259;40000 8:0 14:33 110612 1327.34 50 0.00 200 1577.34 1
DP0075 2 40000;40808;40569;40566;40611;40512;41000;40000 8:0 12:44 71062 994.87 0 4.00 300 1298.87 0
DP0076 1 40000;40770;40043;41242;40000 8:0 13:6 162024 1944.29 50 0.00 200 2194.29 1
DP0077 2 40000;40832;40658;40721;40121;40968;40411;40000 8:0 13:8 127881 1790.33 0 0.00 300 2090.33 0
DP0078 1 40000;40781;40833;40377;41292;40000 8:0 13:5 149768 1797.22 50 4.40 200 2051.62 1
DP0079 1 40000;40790;40958;40207;41229;40000 8:0 13:48 121498 1457.98 50 0.00 200 1707.98 1
DP0080 1 40000;40850;40296;40201;40694;40360;40000 8:0 13:4 85087 1021.04 0 0.00 200 1221.04 0
DP0081 2 40000;40884;40102;40190;40345;40320;40802;40000 8:0 12:56 88177 1234.48 0 0.00 300 1534.48 0
DP0082 1 40000;40860;40350;41277;40000 8:0 13:22 135821 1629.85 50 0.00 200 1879.85 1
DP0083 1 40000;40875;40330;40962;41217;40000 8:28 13:13 162925 1955.10 50 0.00 200 2205.10 1
DP0084 1 40000;40880;40971;40436;40478;40000 8:47 12:40 109376 1312.51 0 0.00 200 1512.51 0
DP0085 1 40000;40894;40539;40188;40364;41219;40000 8:34 13:3 127373 1528.48 50 0.00 200 1778.48 1
DP0086 1 40000;40969;40155;40714;40584;40322;41217;40000 8:0 13:55 155452 1865.42 50 0.40 200 2115.82 1
DP0087 1 40000;40990;40801;40529;40095;40405;40000 8:0 12:22 100152 1201.82 0 0.00 200 1401.82 0
DP0088 2 40000;40941;40792;40573;41219;40000 8:0 13:2 153422 2147.91 50 0.00 300 2497.91 1
DP0089 1 40000;40081;40126;40560;40688;40750;40949;40000 8:0 13:18 87113 1045.36 0 0.00 200 1245.36 0
DP0090 2 40000;40956;40730;40000 8:0 12:18 120451 1686.31 0 0.00 300 1986.31 0
DP0091 1 40000;40179;40096;40151;40774;41202;40000 8:0 13:32 108864 1306.37 50 0.00 200 1556.37 1
DP0092 1 40000;40211;40058;40076;40717;41278;40000 8:0 13:26 114407 1372.88 50 0.00 200 1622.88 1
DP0093 1 40000;40286;40858;40000 9:54 11:53 26913 322.96 0 0.00 200 522.96 0
DP0094 1 40000;40381;40751;40000 9:36 11:39 22590 271.08 0 0.00 200 471.08 0
DP0095 1 40000;40398;40928;40000 9:42 12:5 67851 814.21 0 0.00 200 1014.21 0
DP0096 1 40000;40413;40923;40000 8:57 12:16 58086 697.03 0 0.00 200 897.03 0
DP0097 1 40000;40459;40871;40000 9:16 11:45 68183 818.20 0 0.00 200 1018.20 0
DP0098 1 40000;40368;40026;40291;40922;40769;41241;40000 8:0 14:46 142144 1705.73 50 0.00 200 1955.73 1
DP0099 1 40000;40375;40351;40227;40173;40000 8:0 12:35 89272 1071.26 0 0.00 200 1271.26 0
DP0100 1 40000;40544;40942;40000 9:35 11:49 47689 572.27 0 0.00 200 772.27 0
DP0101 2 40000;40419;40481;40171;40925;40288;40693;40000 8:2 12:59 86489 1210.85 0 0.00 300 1510.85 0
DP0102 1 40000;40648;40000 9:15 11:14 41473 497.68 0 0.00 200 697.68 0
DP0103 2 40000;40449;40089;40120;40005;40236;41261;40000 8:0 14:30 135313 1894.38 50 0.00 300 2244.38 1
DP0104 1 40000;40773;40625;40000 8:59 12:8 61537 738.44 0 0.00 200 938.44 0
DP0105 1 40000;40816;40000 9:3 11:18 53304 639.65 0 0.00 200 839.65 0
DP0106 1 40000;40480;40877;40976;40647;40810;41239;40000 8:4 13:27 122047 1464.56 50 0.00 200 1714.56 1
DP0107 1 40000;40924;40000 9:20 11:54 78202 938.42 0 0.00 200 1138.42 0
DP0108 1 40000;40505;40099;40365;40483;41205;40000 8:25 13:48 137148 1645.78 50 0.00 200 1895.78 1
DP0109 1 40000;40961;40979;40571;41292;40000 8:0 12:59 150751 1809.01 50 0.00 200 2059.01 1
DP0110 1 40000;40446;40412;41222;40000 8:21 12:24 105739 1268.87 50 16.40 200 1535.27 1
DP0111 1 40000;40541;40139;40465;40253;40575;40000 8:0 12:55 88190 1058.28 0 0.00 200 1258.28 0
DP0112 1 40000;40021;40862;40093;40003;40006;40035;41195;41168;41186;41125;41050;41298;40000 8:0 18:10 109031 1308.37 50 10.40 200 1568.77 1
DP0113 1 40000;40565;40132;40476;40776;40840;41214;40000 8:0 13:54 129541 1554.49 50 0.00 200 1804.49 1
DP0114 2 40000;40574;40208;40552;40612;40872;40104;41249;40000 8:0 14:7 153447 2148.26 50 0.00 300 2498.26 1
DP0115 1 40000;40585;40328;40234;40755;40380;40000 8:0 12:53 66715 800.58 0 0.00 200 1000.58 0
DP0116 2 40000;40249;40019;40472;40027;40609;40448;41145;41140;41119;41154;41129;40000 8:0 17:1 119257 1669.60 0 9.60 300 1979.20 0
DP0117 2 40000;40603;40777;40697;40039;40000 8:0 12:34 64242 899.39 0 0.00 300 1199.39 0
DP0118 2 40000;40610;40665;40828;40200;40915;40000 8:0 14:0 98793 1383.10 0 0.00 300 1683.10 0
DP0119 2 40000;40614;40229;40231;40373;40955;41218;40000 8:0 14:6 161367 2259.14 50 0.00 300 2609.14 1
DP0120 2 40000;40634;40812;40891;40807;40000 8:20 12:54 112035 1568.49 0 0.00 300 1868.49 0
DP0121 1 40000;40640;40632;40078;40704;41242;40000 8:0 14:15 153781 1845.37 50 0.40 200 2095.77 1
DP0122 1 40000;40652;40516;40496;40370;40159;41219;40000 8:0 13:28 126296 1515.55 50 0.00 200 1765.55 1
DP0123 1 40000;40579;40061;40538;40119;40130;40037;41111;41128;41190;41182;41294;40000 8:0 17:0 128722 1544.66 50 15.20 200 1809.86 1
DP0124 1 40000;40662;40817;40989;40943;40387;40333;40000 8:0 13:8 83026 996.31 0 0.00 200 1196.31 0
DP0125 1 40000;40676;40731;40581;40210;40391;40000 8:0 13:6 90072 1080.86 0 0.00 200 1280.86 0
DP0126 1 40000;40685;40272;40930;40250;40461;41290;40000 8:0 13:44 105836 1270.03 50 0.00 200 1520.03 1
DP0127 1 40000;40696;40193;40029;41247;40000 8:0 14:4 132996 1595.95 50 0.00 200 1845.95 1
DP0128 1 40000;40762;40174;40667;40147;40117;41146;41102;41157;41268;41061;40000 8:0 17:7 168707 2024.48 50 0.00 200 2274.48 1
DP0129 1 40000;40708;40163;40235;40826;40710;41290;40000 8:2 13:40 116092 1393.10 50 0.00 200 1643.10 1
DP0130 1 40000;40718;40608;40177;40309;40582;41242;40000 8:0 13:40 150126 1801.51 50 0.00 200 2051.51 1
DP0131 1 40000;40719;40629;40586;40728;40722;41224;40000 8:0 13:49 111902 1342.82 50 0.00 200 1592.82 1
DP0132 1 40000;40749;40907;40337;40511;40918;41262;40000 8:0 13:24 109792 1317.50 50 1.60 200 1569.10 1
DP0133 1 40000;40911;40247;40864;40082;40441;40115;41191;41060;41184;40000 8:0 16:0 90381 1084.57 0 18.00 200 1302.57 0
DP0134 1 40000;40796;40981;40823;40669;40048;41249;40000 8:0 13:54 154071 1848.85 50 2.80 200 2101.65 1
DP0135 1 40000;40820;40145;40519;40356;40209;41205;40000 8:0 14:2 155443 1865.32 50 0.40 200 2115.72 1
DP0136 1 40000;40825;40934;40937;40782;40000 8:0 12:45 90339 1084.07 0 0.00 200 1284.07 0
DP0137 1 40000;40855;40401;40243;40852;41207;40000 8:0 13:35 110812 1329.74 50 0.00 200 1579.74 1
DP0138 1 40000;40876;40845;40332;40447;40592;41203;40000 8:0 13:29 125259 1503.11 50 0.00 200 1753.11 1
DP0139 1 40000;40883;40637;40626;40304;40661;40000 8:0 12:50 90086 1081.03 0 0.00 200 1281.03 0
DP0140 1 40000;40154;40563;40087;40874;40239;40052;41098;41194;41084;41068;41007;41249;40000 8:0 17:54 193190 2318.28 50 12.00 200 2580.28 1
DP0141 1 40000;40887;40854;40395;40197;41218;40000 8:0 13:43 117780 1413.36 50 0.00 200 1663.36 1
DP0142 1 40000;40944;40553;40794;40440;40988;41206;40000 8:0 14:22 141946 1703.35 50 0.00 200 1953.35 1
DP0143 2 40000;40951;40437;40424;40905;41242;40000 8:0 13:22 166217 2327.04 50 2.00 300 2679.04 1
DP0144 1 40000;40960;40490;40851;40991;40479;41288;40000 8:0 13:36 142594 1711.13 50 0.00 200 1961.13 1
DP0145 2 40000;40963;40842;40742;40067;40158;40000 8:4 12:51 132067 1848.94 0 0.00 300 2148.94 0
DP0146 2 40000;40967;40966;40543;40996;40869;41241;40000 8:0 14:57 161617 2262.64 50 0.00 300 2612.64 1
DP0147 1 40000;40107;40186;40369;40466;41263;40000 8:1 13:27 125631 1507.57 50 0.00 200 1757.57 1
DP0148 2 40000;40125;40803;40672;40682;41284;40000 8:0 14:35 134234 1879.28 50 0.00 300 2229.28 1
DP0149 1 40000;40128;40954;40562;41241;40000 8:0 14:19 155922 1871.06 50 0.00 200 2121.06 1
DP0150 1 40000;40160;40992;40590;40045;41263;40000 8:0 13:44 132932 1595.18 50 0.00 200 1845.18 1
DP0151 1 40000;40430;40732;40127;40503;40414;40778;41074;41170;40000 8:0 15:50 108008 1296.10 0 17.20 200 1513.30 0
DP0152 1 40000;40176;40355;40692;41263;40000 8:0 13:11 137865 1654.38 50 0.00 200 1904.38 1
DP0153 1 40000;40181;40276;40856;41265;40000 8:0 13:33 154844 1858.13 50 0.00 200 2108.13 1
DP0154 1 40000;40475;40110;40830;40491;40047;41082;41174;41255;40000 8:4 16:11 115974 1391.69 50 26.40 200 1668.09 1
DP0155 1 40000;40225;40385;40813;40071;40000 8:0 12:45 86797 1041.56 0 0.00 200 1241.56 0
DP0156 1 40000;40260;40520;40743;41203;40000 8:0 13:0 107313 1287.76 50 0.00 200 1537.76 1
DP0157 1 40000;40506;40409;40157;40068;40523;41132;41045;41253;40000 8:0 16:43 147880 1774.56 50 42.80 200 2067.36 1
DP0158 1 40000;40508;40136;40596;40060;40372;41118;41027;41203;40000 8:0 16:50 137364 1648.37 50 37.60 200 1935.97 1
DP0159 1 40000;40313;40827;40299;40000 8:0 12:7 78076 936.91 0 0.00 200 1136.91 0
DP0160 1 40000;40319;40912;40580;40754;40829;41288;40000 8:0 13:10 120844 1450.13 50 0.00 200 1700.13 1
DP0161 1 40000;40532;40016;40214;40814;40106;41159;41177;41088;41073;41277;40000 8:0 17:32 160544 1926.53 50 3.60 200 2180.13 1
DP0162 1 40000;40339;40559;40844;40974;41289;40000 8:0 13:20 118199 1418.39 50 0.00 200 1668.39 1
DP0163 1 40000;40348;40752;40408;40725;41261;40000 8:5 13:41 122802 1473.62 50 0.00 200 1723.62 1
DP0164 1 40000;40378;40292;40526;41234;40000 8:0 13:38 143666 1723.99 50 0.00 200 1973.99 1
DP0165 1 40000;40561;40224;40470;40293;40758;40358;41222;41105;40000 8:0 15:9 107271 1287.25 50 20.40 200 1557.65 1
DP0166 2 40000;40429;40223;40936;40940;40857;41205;40000 8:0 13:40 146291 2048.07 50 0.00 300 2398.07 1
DP0167 1 40000;40577;40678;40393;40242;40524;40144;41280;41148;40000 8:0 15:32 121811 1461.73 50 18.00 200 1729.73 1
DP0168 1 40000;40439;40264;40308;41214;40000 8:0 12:54 127912 1534.94 50 0.80 200 1785.74 1
DP0169 2 40000;40618;40627;40230;40245;40890;40463;41217;41160;40000 8:0 15:52 179648 2515.07 50 0.00 300 2865.07 1
DP0170 1 40000;40623;40780;40084;40555;40594;40279;41262;40000 8:0 13:58 122624 1471.49 50 0.00 200 1721.49 1
DP0171 2 40000;40550;40764;40000 8:0 12:21 102400 1433.60 0 0.00 300 1733.60 0
DP0172 1 40000;40557;40578;40630;40000 8:18 11:48 92390 1108.68 0 0.00 200 1308.68 0
DP0173 1 40000;40567;40867;40382;40000 8:0 12:23 101004 1212.05 0 0.00 200 1412.05 0
DP0174 1 40000;40683;40024;40170;40931;40432;41262;40000 8:0 14:0 142823 1713.88 50 0.00 200 1963.88 1
DP0175 1 40000;40591;40546;40873;40182;41261;40000 8:0 13:47 133151 1597.81 50 0.00 200 1847.81 1
DP0176 1 40000;40598;40705;40198;40134;41261;40000 8:0 13:59 117906 1414.87 50 0.00 200 1664.87 1
DP0177 1 40000;40605;40681;40255;40977;41260;40000 8:25 13:2 112781 1353.37 50 0.00 200 1603.37 1
DP0178 1 40000;40617;40819;40896;40601;40000 8:0 12:0 70833 850.00 0 1.60 200 1051.60 0
DP0179 2 40000;40716;40564;40712;40352;40454;40000 8:0 13:3 117471 1644.59 0 1.20 300 1945.79 0
DP0180 1 40000;40733;40195;40053;40187;40271;40000 8:0 13:9 77059 924.71 0 0.00 200 1124.71 0
DP0181 1 40000;40766;40595;40098;40374;40346;40000 8:0 12:52 59361 712.33 0 0.00 200 912.33 0
DP0182 1 40000;40684;40727;40784;41250;40000 8:0 13:9 165017 1980.20 50 0.00 200 2230.20 1
DP0183 1 40000;40797;40246;40434;40645;40063;40000 8:0 13:35 73027 876.32 0 0.00 200 1076.32 0
DP0184 1 40000;40886;40756;40736;40244;41242;40000 8:0 13:45 130760 1569.12 50 0.00 200 1819.12 1
DP0185 1 40000;40760;40735;41217;40000 8:0 13:0 156907 1882.88 50 0.00 200 2132.88 1
DP0186 1 40000;40831;40289;40879;40806;40507;40407;41252;40000 8:0 13:44 144676 1736.11 50 0.00 200 1986.11 1
DP0187 1 40000;40772;40861;40406;40000 8:0 12:3 109513 1314.16 0 0.00 200 1514.16 0
DP0188 1 40000;40834;40317;40893;40504;40558;40853;40000 8:0 13:4 75665 907.98 0 0.00 200 1107.98 0
DP0189 1 40000;40837;40079;40818;40281;40316;41205;40000 8:0 13:51 132435 1589.22 50 0.00 200 1839.22 1
DP0190 1 40000;40811;40535;40457;41225;40000 8:0 13:1 87328 1047.94 50 0.00 200 1297.94 1
DP0191 1 40000;40849;40425;40435;41277;40000 8:0 13:22 124064 1488.77 50 0.00 200 1738.77 1
DP0192 1 40000;40910;40403;40568;40341;40268;40000 8:0 12:24 45256 543.07 0 0.00 200 743.07 0
DP0193 1 40000;40921;40344;40707;40379;40551;40278;40000 8:0 13:1 79073 948.88 0 0.40 200 1149.28 0
DP0194 1 40000;40926;40389;40865;40009;40000 8:0 12:47 104623 1255.48 0 0.00 200 1455.48 0
DP0195 1 40000;40964;40793;40262;40422;40363;40086;40000 8:0 13:23 101186 1214.23 0 0.00 200 1414.23 0
DP0196 1 40000;40913;40932;40859;41235;40000 8:0 13:7 91214 1094.57 50 0.00 200 1344.57 1
DP0197 1 40000;40939;40993;40624;40000 8:0 11:53 67716 812.59 0 0.00 200 1012.59 0
DP0198 2 40000;40343;40997;40726;40290;40135;40863;40000 8:0 12:47 60682 849.55 0 0.00 300 1149.55 0
DP0199 1 40000;40953;40298;40646;40000 8:0 12:38 97845 1174.14 0 0.00 200 1374.14 0
DP0200 1 40000;40148;40100;40589;40402;40588;41205;40000 8:0 13:59 121293 1455.52 50 0.00 200 1705.52 1
DP0201 1 40000;40959;40982;40443;40779;40000 8:0 13:3 104290 1251.48 0 7.60 200 1459.08 0
DP0202 1 40000;40984;40998;40999;41211;40000 8:0 12:45 120949 1451.39 50 0.00 200 1701.39 1
DP0203 1 40000;40213;40416;40175;40616;40000 8:0 12:45 90898 1090.78 0 0.00 200 1290.78 0
DP0204 1 40000;40226;40321;40256;40028;40383;40265;41214;40000 8:0 13:59 142758 1713.10 50 2.80 200 1965.90 1
DP0205 1 40000;40233;40452;40202;40474;40919;41205;40000 8:0 13:41 137032 1644.38 50 0.00 200 1894.38 1
DP0206 1 40000;40257;40390;40263;40957;40771;40972;40000 8:0 13:13 76644 919.73 0 0.00 200 1119.73 0
DP0207 1 40000;40359;40453;40266;40361;40946;40000 8:0 12:50 57457 689.48 0 0.00 200 889.48 0
DP0208 1 40000;40467;40270;40000 9:55 11:58 48295 579.54 0 1.20 200 780.74 0
DP0209 1 40000;40494;40945;40745;41275;40000 8:10 12:29 120014 1440.17 50 0.00 200 1690.17 1
DP0210 1 40000;40394;40882;40821;40522;40787;40000 8:0 13:16 86827 1041.92 0 0.00 200 1241.92 0
DP0211 2 40000;40554;40602;40933;41211;40000 8:0 12:43 136177 1906.48 50 0.00 300 2256.48 1
DP0212 1 40000;40433;40083;40329;40788;40927;41247;40000 8:2 14:26 154469 1853.63 50 0.00 200 2103.63 1
DP0213 1 40000;40656;40531;40000 9:38 12:20 85442 1025.30 0 0.00 200 1225.30 0
DP0214 1 40000;40456;40644;40895;40870;40000 8:0 13:41 90545 1086.54 0 0.00 200 1286.54 0
DP0215 1 40000;40471;40631;40196;40203;40748;40000 8:0 13:13 81955 983.46 0 0.00 200 1183.46 0
DP0216 1 40000;40917;40935;41252;40000 8:49 12:43 165404 1984.85 50 0.00 200 2234.85 1
DP0217 1 40000;40502;40091;40085;40013;40671;41265;40000 8:0 14:10 159367 1912.40 50 0.00 200 2162.40 1
DP0218 1 40000;40952;40486;41248;40000 8:0 12:58 128553 1542.64 50 0.00 200 1792.64 1
DP0219 1 40000;40527;40386;40638;40331;40252;41300;40000 8:0 13:53 103912 1246.94 50 0.80 200 1497.74 1
DP0220 2 40000;40536;40916;40868;40904;40000 8:0 13:30 91304 1278.26 0 0.00 300 1578.26 0
DP0221 1 40000;40606;40815;41232;40000 9:10 12:44 93420 1121.04 50 0.00 200 1371.04 1
