386114.648000
trans_code vehicle_type dis_seq distribute_lea_tm distribute_arr_tm distance trans_cost charge_cost wait_cost fixed_use_cost total_cost charge_cnt
DP0044 2 30000;30014;30740;30159;30436;30414;31081;31121;31345;31247;30000 8:0 16:0 150058 2100.81 50 0.00 300 2450.81 1
DP0045 1 30000;30051;30084;30445;30849;30576;31238;31280;31128;31334;30000 8:0 16:58 124792 1497.50 50 36.80 200 1784.30 1
DP0046 2 30000;30057;30298;30092;30063;30961;31000;31249;31237;31301;30000 8:0 16:19 128441 1798.17 50 0.00 300 2148.17 1
DP0047 2 30000;31009;30845;30919;30997;30564;31287;31310;30000 8:0 17:3 130630 1828.82 50 47.60 300 2226.42 1
DP0048 2 30000;30075;30045;30067;30016;30290;30237;31264;31268;31182;31164;31316;30000 8:0 18:1 165650 2319.10 50 7.20 300 2676.30 1
DP0049 1 30000;30077;30407;30891;30577;30206;30732;31276;31153;31347;30000 8:0 17:2 134939 1619.27 50 18.00 200 1887.27 1
DP0050 2 30000;30079;30117;30008;30144;30509;31168;31342;30000 8:0 17:39 154107 2157.50 50 48.40 300 2555.90 1
DP0051 1 30000;31039;30957;30854;30779;31379;30000 8:0 14:8 123060 1476.72 50 0.00 200 1726.72 1
DP0052 2 30000;30089;30434;30248;30042;31024;30274;31263;31235;31370;30000 8:0 18:41 158187 2214.62 50 54.00 300 2618.62 1
DP0053 2 30000;30135;30365;30174;31087;30402;30987;31221;30000 8:0 14:0 102882 1440.35 0 10.00 300 1750.35 0
DP0054 1 30000;31055;30876;30318;30342;30833;30000 8:0 12:20 84308 1011.70 0 0.00 200 1211.70 0
DP0055 2 30000;30157;30314;30415;30762;30124;31251;31239;30000 8:0 16:21 94927 1328.98 0 64.00 300 1692.98 0
DP0056 2 30000;30166;30930;30029;30207;30177;31194;31391;31174;30000 8:0 17:37 205080 2871.12 50 0.00 300 3221.12 1
DP0057 1 30000;31069;30725;30503;30454;30403;30000 8:0 11:44 77286 927.43 0 0.00 200 1127.43 0
DP0058 2 30000;30187;30273;30345;30444;30775;30934;30000 8:0 13:9 88481 1238.73 0 0.00 300 1538.73 0
DP0059 2 30000;30189;30611;30831;30059;30523;30354;30000 8:0 13:19 77639 1086.95 0 0.00 300 1386.95 0
DP0060 2 30000;30192;30176;30347;30547;30741;30864;31109;31145;31388;30000 8:0 18:4 158901 2224.61 50 47.60 300 2622.21 1
DP0061 1 30000;30199;30885;30074;30778;30338;31019;31161;31192;30000 8:0 16:26 99058 1188.70 0 53.20 200 1441.90 0
DP0062 2 30000;30201;30735;31067;31097;30216;30704;30000 8:0 12:55 69842 977.79 0 0.00 300 1277.79 0
DP0063 1 30000;30696;30582;30440;30463;31311;30000 8:0 12:57 114777 1377.32 50 0.00 200 1627.32 1
DP0064 1 30000;30214;30958;30208;30297;30901;31005;30000 8:0 12:53 89039 1068.47 0 0.40 200 1268.87 0
DP0065 1 30000;30225;30850;30747;30804;30989;30000 8:0 12:33 90060 1080.72 0 0.00 200 1280.72 0
DP0066 2 30000;30610;30836;30114;30000 8:0 11:55 117647 1647.06 0 0.00 300 1947.06 0
DP0067 1 30000;30612;30548;30852;30141;31390;30000 8:0 14:7 155281 1863.37 50 0.00 200 2113.37 1
DP0068 1 30000;30244;30104;30151;30739;30064;31316;30000 8:0 13:47 119572 1434.86 50 0.00 200 1684.86 1
DP0069 2 30000;30250;30513;31070;30101;30879;30420;30536;30000 8:1 13:6 71536 1001.50 0 0.00 300 1301.50 0
DP0070 1 30000;30676;30305;30196;30888;30000 8:0 12:5 96078 1152.94 0 0.00 200 1352.94 0
DP0071 1 30000;30688;30770;30947;30768;31384;30000 8:0 13:50 104570 1254.84 50 3.20 200 1508.04 1
DP0072 2 30000;30259;30138;30099;30787;30709;31391;30000 8:0 14:59 143520 2009.28 50 0.00 300 2359.28 1
DP0073 1 30000;30261;30001;30716;30697;30595;31377;31119;30000 8:0 14:47 149754 1797.05 50 0.00 200 2047.05 1
DP0074 1 30000;30702;30746;30832;30000 8:25 11:47 78537 942.44 0 0.00 200 1142.44 0
DP0075 2 30000;30272;30283;30723;30198;30579;30000 8:0 12:33 70630 988.82 0 0.00 300 1288.82 0
DP0076 2 30000;30280;30372;30344;30914;31033;30981;30000 8:0 12:38 69149 968.09 0 0.00 300 1268.09 0
DP0077 2 30000;30285;30251;30031;30006;30623;31190;31342;30000 8:0 16:37 158794 2223.12 50 28.80 300 2601.92 1
DP0078 2 30000;30289;30907;30182;31092;31093;30978;30000 8:0 12:45 56659 793.23 0 0.00 300 1093.23 0
DP0079 1 30000;30304;30140;30103;30423;30267;31399;30000 8:0 14:15 118341 1420.09 50 0.00 200 1670.09 1
DP0080 2 30000;30306;30278;30328;30952;30234;30435;30000 8:0 12:44 93474 1308.64 0 0.00 300 1608.64 0
DP0081 1 30000;30311;30400;30751;30115;30448;30906;30000 8:0 13:10 63977 767.72 0 0.00 200 967.72 0
DP0082 1 30000;30923;30904;30147;31354;30000 8:0 12:49 109265 1311.18 50 0.00 200 1561.18 1
DP0083 1 30000;30937;30628;31389;30000 8:0 12:47 122052 1464.62 50 0.00 200 1714.62 1
DP0084 1 30000;30355;30706;30209;30689;30371;30642;30000;31171;30000 8:0 15:9 128387 1540.64 0 24.00 200 1764.64 0
DP0085 1 30000;30356;30335;30524;30587;30451;30881;30000;31127;30000 8:0 15:26 120372 1444.46 0 28.40 200 1672.86 0
DP0086 2 30000;30361;30088;30129;30626;30828;31293;31371;30000 8:0 15:7 153935 2155.09 50 5.20 300 2510.29 1
DP0087 2 30000;30363;30839;30874;30518;30112;31058;30000;31275;30000 8:0 16:30 176844 2475.82 0 24.00 300 2799.82 0
DP0088 2 30000;30366;30546;30512;30228;30171;30990;31212;31370;30000 8:0 17:43 157535 2205.49 50 36.40 300 2591.89 1
DP0089 1 30000;31027;30337;30531;31059;30000 8:0 11:55 88643 1063.72 0 0.00 200 1263.72 0
DP0090 2 30000;31032;31001;30348;31362;30000 8:0 13:6 145901 2042.61 50 0.00 300 2392.61 1
DP0091 2 30000;30383;30142;30729;30028;30172;31294;31327;30000 8:0 15:43 134343 1880.80 50 5.20 300 2236.00 1
DP0092 2 30000;30389;30566;30312;30737;30349;30539;30000;31207;30000 8:0 15:54 154020 2156.28 0 24.00 300 2480.28 0
DP0093 2 30000;30409;30375;30948;30024;30654;30000;31218;30000 8:0 16:20 193685 2711.59 0 27.60 300 3039.19 0
DP0094 1 30000;30609;30733;30000 8:55 11:25 59664 715.97 0 0.00 200 915.97 0
DP0095 1 30000;30638;30846;30931;30000 8:0 11:34 91857 1102.28 0 0.00 200 1302.28 0
DP0096 2 30000;30432;30127;30066;30925;31362;31228;30000 8:0 15:38 210037 2940.52 50 0.00 300 3290.52 1
DP0097 1 30000;30442;30247;30567;31078;30384;30161;31353;30000 8:0 13:52 108608 1303.30 50 0.00 200 1553.30 1
DP0098 1 30000;30715;30461;30358;31391;30000 8:0 13:36 118825 1425.90 50 0.00 200 1675.90 1
DP0099 1 30000;30771;30470;30652;30417;30000 8:0 11:22 41854 502.25 0 9.60 200 711.85 0
DP0100 1 30000;30487;30236;30245;30583;30281;30996;31315;30000 8:0 14:40 112330 1347.96 50 0.00 200 1597.96 1
DP0101 1 30000;30814;30396;30000 8:43 11:33 92707 1112.48 0 0.00 200 1312.48 0
DP0102 2 30000;30376;30641;30650;30333;30226;30550;30827;30000 8:0 12:55 66565 931.91 0 0.00 300 1231.91 0
DP0103 2 30000;30497;30388;30873;30792;30425;30720;30000 8:0 12:34 57405 803.67 0 0.80 300 1104.47 0
DP0104 1 30000;30317;30784;30000 9:37 11:45 35029 420.35 0 0.00 200 620.35 0
DP0105 1 30000;30504;30380;31063;30221;30681;30973;30000 8:0 12:49 82985 995.82 0 0.00 200 1195.82 0
DP0106 1 30000;30488;30000 9:33 11:8 38604 463.25 0 0.00 200 663.25 0
DP0107 1 30000;30559;30000 9:37 10:48 33504 402.05 0 0.00 200 602.05 0
DP0108 1 30000;30528;30394;30286;30761;30707;30374;30000 8:0 12:29 64618 775.42 0 0.00 200 975.42 0
DP0109 1 30000;30808;30000 9:48 10:43 12226 146.71 0 0.00 200 346.71 0
DP0110 1 30000;30535;30277;30266;30967;31031;31370;30000 8:0 14:45 125928 1511.14 50 0.00 200 1761.14 1
DP0111 1 30000;31036;31080;30000 9:37 11:53 53150 637.80 0 0.00 200 837.80 0
DP0112 1 30000;30855;30000 9:38 10:57 33976 407.71 0 0.00 200 607.71 0
DP0113 1 30000;30980;30000 9:30 11:0 41484 497.81 0 0.00 200 697.81 0
DP0114 1 30000;30180;30872;30000 9:31 12:9 54471 653.65 0 8.00 200 861.65 0
DP0115 1 30000;30606;30551;30588;30624;30569;30381;31394;30000 8:0 14:10 116642 1399.70 50 0.00 200 1649.70 1
DP0116 1 30000;30608;30399;31029;30662;30382;30000 8:0 12:8 60966 731.59 0 0.00 200 931.59 0
DP0117 2 30000;30613;30605;30194;30202;30517;31311;30000 8:0 14:8 128624 1800.74 50 0.00 300 2150.74 1
DP0118 1 30000;30615;31034;30955;30510;30188;30000 8:0 12:41 67636 811.63 0 0.00 200 1011.63 0
DP0119 2 30000;30621;30514;30868;30039;30369;30000 8:0 12:26 82678 1157.49 0 0.00 300 1457.49 0
DP0120 2 30000;30632;30156;30116;30126;30477;30505;30000 8:0 14:17 118744 1662.42 0 0.00 300 1962.42 0
DP0121 1 30000;30633;30453;30433;30805;30410;30616;30000 8:0 12:53 77969 935.63 0 0.40 200 1136.03 0
DP0122 1 30000;30658;30596;30227;30437;30807;31326;30000 8:0 13:21 104882 1258.58 50 0.00 200 1508.58 1
DP0123 1 30000;30660;30200;30264;30253;31378;30000 8:0 13:11 113293 1359.52 50 0.00 200 1609.52 1
DP0124 1 30000;30674;30521;30694;30573;30377;31377;30000 8:0 13:34 124128 1489.54 50 1.60 200 1741.14 1
DP0125 2 30000;30677;30175;30327;30139;30133;30645;30000 8:0 12:38 67736 948.30 0 0.00 300 1248.30 0
DP0126 1 30000;30682;30565;30211;30724;30840;30000 8:0 12:31 89733 1076.80 0 0.00 200 1276.80 0
DP0127 2 30000;30684;30243;30655;30404;31012;30000 8:0 13:46 109969 1539.57 0 0.00 300 1839.57 0
DP0128 1 30000;30686;30668;30659;30341;30678;30000 8:0 12:24 69372 832.46 0 4.40 200 1036.86 0
DP0129 2 30000;30691;30862;30379;30043;30145;30000 8:0 12:51 115606 1618.48 0 0.00 300 1918.48 0
DP0130 1 30000;30693;30260;30183;30769;31370;30000 8:0 14:25 133824 1605.89 50 0.00 200 1855.89 1
DP0131 1 30000;30710;30058;30055;30367;31333;30000 8:0 13:58 131852 1582.22 50 0.00 200 1832.22 1
DP0132 1 30000;30717;30446;30296;30364;30965;30871;31400;30000 8:0 13:49 109067 1308.80 50 0.00 200 1558.80 1
DP0133 1 30000;30731;30802;30217;30636;30000 8:0 12:12 77591 931.09 0 1.20 200 1132.29 0
DP0134 1 30000;30736;30501;30844;30835;30960;30000 8:0 12:25 65356 784.27 0 0.00 200 984.27 0
DP0135 1 30000;30752;30421;30537;30498;30730;31316;30000 8:0 13:45 120203 1442.44 50 0.00 200 1692.44 1
DP0136 1 30000;30757;30482;31077;30818;30692;30000 8:0 12:18 72953 875.44 0 0.00 200 1075.44 0
DP0137 1 30000;30764;30749;30178;31020;30661;31394;30000 8:0 14:31 124801 1497.61 50 1.20 200 1748.81 1
DP0138 2 30000;30801;30401;30130;30785;30572;30571;30000 8:0 13:46 110492 1546.89 0 0.00 300 1846.89 0
DP0139 2 30000;30817;30416;30148;30301;30275;31017;30000 8:0 13:44 101220 1417.08 0 0.00 300 1717.08 0
DP0140 2 30000;30743;30120;30750;30062;30699;30276;31140;31156;30000 8:0 15:50 106468 1490.55 0 27.60 300 1818.15 0
DP0141 2 30000;30829;30271;30049;30186;31389;30000 8:0 14:13 119382 1671.35 50 0.00 300 2021.35 1
DP0142 2 30000;30838;30563;30929;30520;30073;30000 8:0 13:6 120787 1691.02 0 0.00 300 1991.02 0
DP0143 1 30000;30842;30950;30541;30324;30534;30413;31366;30000 8:0 14:36 114683 1376.20 50 0.00 200 1626.20 1
DP0144 2 30000;30847;30656;30508;30651;30664;30000 8:0 12:11 63931 895.03 0 0.00 300 1195.03 0
DP0145 1 30000;30896;30932;30330;31021;30455;30452;31366;30000 8:0 14:34 114707 1376.48 50 0.00 200 1626.48 1
DP0146 1 30000;30898;30916;30806;31079;30238;30000 8:0 12:22 74023 888.28 0 0.00 200 1088.28 0
DP0147 2 30000;30905;30798;30483;30506;30974;30241;30000 8:0 13:4 97905 1370.67 0 0.00 300 1670.67 0
DP0148 1 30000;30912;30777;30878;30195;30000 8:0 11:41 69331 831.97 0 0.00 200 1031.97 0
DP0149 1 30000;30917;30262;30254;31056;31400;30000 8:0 13:34 144265 1731.18 50 0.00 200 1981.18 1
DP0150 2 30000;31045;30810;30197;30843;30329;30054;31216;31258;30000 8:0 15:28 106328 1488.59 0 20.00 300 1808.59 0
DP0151 1 30000;30933;30300;30370;30334;30763;31355;30000 8:0 13:15 120144 1441.73 50 0.00 200 1691.73 1
DP0152 1 30000;30935;30486;30557;30970;30500;30000 8:0 12:3 72665 871.98 0 0.00 200 1071.98 0
DP0153 1 30000;30949;30570;30426;30789;30000 8:0 11:31 69340 832.08 0 0.00 200 1032.08 0
DP0154 1 30000;31086;30972;30820;30575;30119;30232;31246;30000 8:0 15:25 79853 958.24 0 45.60 200 1203.84 0
DP0155 1 30000;30977;30772;30857;31091;30495;31360;30000 8:0 14:11 120647 1447.76 50 0.00 200 1697.76 1
DP0156 1 30000;30979;31054;30408;30722;31082;30000 8:0 12:23 76010 912.12 0 0.00 200 1112.12 0
DP0157 1 30000;30994;30984;30427;30683;30882;30203;31299;31262;31328;30000 8:0 16:23 123026 1476.31 50 12.00 200 1738.31 1
DP0158 1 30000;30993;30860;30604;31072;30976;31362;30000 8:0 13:32 123968 1487.62 50 0.00 200 1737.62 1
DP0159 1 30000;30998;30841;30580;31356;30000 8:0 13:33 126792 1521.50 50 0.00 200 1771.50 1
DP0160 1 30000;31002;30826;30690;30464;30000 8:0 11:56 58919 707.03 0 0.00 200 907.03 0
DP0161 2 30000;30070;30162;30163;30343;30744;30457;31254;30000 8:0 15:6 115138 1611.93 0 26.00 300 1937.93 0
DP0162 1 30000;31014;30649;31098;30313;31100;30000 8:0 12:14 90083 1081.00 0 0.00 200 1281.00 0
DP0163 1 30000;31016;31041;30966;30708;30000 8:0 11:50 76020 912.24 0 0.00 200 1112.24 0
DP0164 1 30000;31030;30591;30894;30745;30000 8:0 11:51 97374 1168.49 0 2.00 200 1370.49 0
DP0165 1 30000;30083;30210;30602;30323;31040;30590;31157;31197;31378;30000 8:2 16:54 154205 1850.46 50 16.80 200 2117.26 1
DP0166 1 30000;31044;30339;31094;30085;30617;31360;30000 8:0 14:7 120382 1444.58 50 0.80 200 1695.38 1
DP0167 1 30000;31046;30581;30637;30387;31377;30000 8:0 13:0 125603 1507.24 50 0.00 200 1757.24 1
DP0168 1 30000;30153;30307;30786;30928;30107;31390;31292;30000 8:0 15:59 144438 1733.26 50 26.80 200 2010.06 1
DP0169 1 30000;31062;30895;30585;30926;31397;30000 8:0 13:1 119590 1435.08 50 0.00 200 1685.08 1
DP0170 1 30000;31064;30643;30639;30941;30811;31370;30000 8:0 14:46 136122 1633.46 50 0.00 200 1883.46 1
DP0171 2 30000;30185;31052;30601;30332;30424;30543;31124;30000 8:0 16:22 104821 1467.49 0 68.00 300 1835.49 0
DP0172 1 30000;31099;30794;30293;30607;30000 8:3 12:1 96447 1157.36 0 0.00 200 1357.36 0
DP0173 1 30000;30303;30562;30648;31384;30000 8:0 14:14 117607 1411.28 50 0.00 200 1661.28 1
DP0174 1 30000;30472;30392;30359;30858;31337;30000 8:0 14:49 151265 1815.18 50 0.00 200 2065.18 1
DP0175 1 30000;30473;30653;30721;31397;30000 8:0 12:54 137778 1653.34 50 0.00 200 1903.34 1
DP0176 1 30000;30530;30870;30405;30889;31312;30000 8:4 13:44 117514 1410.17 50 0.00 200 1660.17 1
DP0177 2 30000;30212;30102;30082;30867;30560;30205;31198;31354;30000 8:0 16:17 132473 1854.62 50 22.00 300 2226.62 1
DP0178 1 30000;30586;31008;30269;31398;30000 8:0 14:9 145422 1745.06 50 0.00 200 1995.06 1
DP0179 1 30000;30597;30687;30213;30922;31342;30000 8:0 14:7 154843 1858.12 50 0.00 200 2108.12 1
DP0180 2 30000;30231;30953;30593;30545;30268;30880;30000 8:0 12:37 67787 949.02 0 0.00 300 1249.02 0
DP0181 2 30000;30233;30110;30685;30620;30756;30294;30000 8:0 12:54 102414 1433.80 0 0.00 300 1733.80 0
DP0182 1 30000;30622;31011;31074;30644;31348;30000 8:0 14:40 138334 1660.01 50 0.00 200 1910.01 1
DP0183 1 30000;30629;30522;30945;31377;30000 8:19 12:48 119936 1439.23 50 0.00 200 1689.23 1
DP0184 1 30000;30255;30108;30097;30962;30766;31370;30000 8:0 15:10 156468 1877.62 50 0.00 200 2127.62 1
DP0185 1 30000;30257;30149;30113;30884;30252;31312;30000 8:0 14:26 112745 1352.94 50 0.00 200 1602.94 1
DP0186 2 30000;30695;30647;30921;30598;31379;30000 8:0 14:33 162856 2279.98 50 0.00 300 2629.98 1
DP0187 1 30000;30700;30897;31023;31366;30000 8:0 13:9 116984 1403.81 50 0.00 200 1653.81 1
DP0188 2 30000;30265;30853;30184;30893;30940;30419;30000 8:0 12:53 80606 1128.48 0 0.00 300 1428.48 0
DP0189 1 30000;30728;31049;31035;30000 8:0 11:29 91699 1100.39 0 0.00 200 1300.39 0
DP0190 1 30000;30738;31071;30793;31342;30000 8:0 13:47 143887 1726.64 50 0.00 200 1976.64 1
DP0191 1 30000;30754;30783;30302;31382;30000 8:0 13:36 150822 1809.86 50 0.00 200 2059.86 1
DP0192 1 30000;30812;30992;30459;31340;30000 8:0 12:54 117661 1411.93 50 0.00 200 1661.93 1
DP0193 1 30000;30824;30353;30299;30223;30000 8:0 11:56 91380 1096.56 0 1.20 200 1297.76 0
DP0194 1 30000;30834;30667;31356;30000 8:0 12:54 111444 1337.33 50 0.00 200 1587.33 1
DP0195 1 30000;30886;31083;30350;30665;30000 8:0 11:39 64841 778.09 0 0.00 200 978.09 0
DP0196 1 30000;30322;30360;30915;30877;30600;30143;30000 8:0 13:34 99841 1198.09 0 0.00 200 1398.09 0
DP0197 2 30000;30351;30618;30319;30499;30902;30398;31328;30000 8:0 14:27 121334 1698.68 50 0.00 300 2048.68 1
DP0198 1 30000;30946;31047;30759;31360;30000 8:0 13:10 128507 1542.08 50 0.00 200 1792.08 1
DP0199 1 30000;30983;31043;30447;30920;30000 8:0 11:27 68264 819.17 0 0.00 200 1019.17 0
DP0200 1 30000;30985;30863;30672;31360;30000 8:0 13:10 128990 1547.88 50 0.00 200 1797.88 1
DP0201 1 30000;31013;31025;30765;30456;31397;30000 8:0 13:3 93585 1123.02 50 0.00 200 1373.02 1
DP0202 1 30000;31022;31068;30727;30282;30000 8:0 11:14 57550 690.60 0 0.00 200 890.60 0
DP0203 1 30000;30368;31050;30913;30951;30640;31398;30000 8:0 14:48 123153 1477.84 50 0.00 200 1727.84 1
DP0204 1 30000;30378;30240;30815;31089;30125;31007;31382;30000 8:0 14:45 128411 1540.93 50 0.00 200 1790.93 1
DP0205 1 30000;30386;30525;30634;30999;30000 8:0 11:49 56417 677.00 0 0.00 200 877.00 0
DP0206 1 30000;30450;30673;30890;30000 8:0 11:6 73150 877.80 0 0.00 200 1077.80 0
DP0207 1 30000;30466;30675;31315;30000 8:0 13:4 113975 1367.70 50 0.00 200 1617.70 1
DP0208 1 30000;30412;30496;30152;30053;30308;31390;30000 8:0 14:30 148401 1780.81 50 0.00 200 2030.81 1
DP0209 2 30000;30430;30292;30438;30443;30494;30767;30000 8:0 13:4 93693 1311.70 0 0.00 300 1611.70 0
DP0210 1 30000;30680;30713;30909;30000 8:0 11:21 53781 645.37 0 9.20 200 854.57 0
DP0211 1 30000;30711;31065;30781;30000 8:0 11:34 86384 1036.61 0 0.00 200 1236.61 0
DP0212 1 30000;30468;30714;30666;30887;30553;30000 8:0 12:29 93418 1121.02 0 0.00 200 1321.02 0
DP0213 1 30000;30475;30515;30748;30295;30619;30000 8:0 12:31 88881 1066.57 0 0.00 200 1266.57 0
DP0214 1 30000;30795;30507;30986;30000 8:21 11:55 95433 1145.20 0 0.00 200 1345.20 0
DP0215 1 30000;30492;30669;30000;30782;30000 8:0 11:59 57693 692.32 0 24.00 200 916.32 0
DP0216 1 30000;31015;31088;31384;30000 8:0 13:5 123104 1477.25 50 0.00 200 1727.25 1
DP0217 1 30000;31038;30671;31398;30000 8:0 13:20 123292 1479.50 50 0.00 200 1729.50 1
DP0218 1 30000;30502;30406;30797;30026;30552;30000 8:0 12:44 111024 1332.29 0 1.60 200 1533.89 0
DP0219 1 30000;30418;30000 9:37 11:2 36802 441.62 0 0.00 200 641.62 0
DP0220 2 30000;30516;30429;30224;30100;30467;30123;30000 8:0 13:8 103064 1442.90 0 0.00 300 1742.90 0
DP0221 1 30000;30526;30796;30574;30155;30215;30000 8:0 12:23 79863 958.36 0 0.00 200 1158.36 0
