345658.684000
trans_code vehicle_type dis_seq distribute_lea_tm distribute_arr_tm distance trans_cost charge_cost wait_cost fixed_use_cost total_cost charge_cnt
DP0033 2 50000;50185;50022;50225;50028;51068;51039;51170;50000 8:0 17:12 183471 2568.59 50 34.00 300 2952.59 1
DP0034 2 50000;50634;50438;50339;50204;51188;50000 8:20 13:52 155536 2177.50 50 0.00 300 2527.50 1
DP0035 1 50000;50639;50894;50741;50619;50697;51159;50000 8:0 14:5 118327 1419.92 50 0.00 200 1669.92 1
DP0036 1 50000;50666;50483;50546;50013;50644;51157;50000 8:0 14:42 132319 1587.83 50 0.40 200 1838.23 1
DP0037 2 50000;50238;50742;50079;50474;50316;50145;51012;51157;50918;51057;50000 8:0 17:18 177509 2485.13 50 0.00 300 2835.13 1
DP0038 1 50000;50246;50048;50104;50449;50637;51107;51072;50948;51095;50000 8:0 16:57 163180 1958.16 50 1.60 200 2209.76 1
DP0039 1 50000;50253;50591;50351;50020;50576;51090;51120;50964;50907;50000 8:0 15:51 134336 1612.03 50 5.20 200 1867.23 1
DP0040 2 50000;50261;50464;50109;50475;50135;50218;51075;51079;50969;51160;50000 8:0 17:11 166759 2334.63 50 0.00 300 2684.63 1
DP0041 1 50000;50266;50247;50046;50886;50778;50514;51083;51096;51026;51104;50000 8:1 16:51 117532 1410.38 50 2.80 200 1663.18 1
DP0042 1 50000;50693;50227;50577;51135;50000 8:0 12:54 118817 1425.80 50 0.00 200 1675.80 1
DP0043 1 50000;50278;50344;50047;50094;50699;51098;51008;50987;50997;51176;50000 8:0 17:57 115746 1388.95 50 21.20 200 1660.15 1
DP0044 2 50000;50286;50354;50297;50070;50203;50970;50913;51091;50902;51179;50000 8:0 18:7 136734 1914.28 50 24.40 300 2288.68 1
DP0045 2 50000;50307;50631;50103;50632;50287;50396;50678;50931;50924;50955;51124;50000 8:0 17:6 139507 1953.10 50 9.60 300 2312.70 1
DP0046 1 50000;50310;50445;50556;50869;50671;50277;51019;50967;50977;51119;50000 8:0 16:53 134703 1616.44 50 16.80 200 1883.24 1
DP0047 1 50000;50313;50430;50522;50410;50739;50928;50979;51041;51017;51133;50000 8:0 18:22 156459 1877.51 50 9.60 200 2137.11 1
DP0048 2 50000;50320;50161;50588;50081;50690;50657;51020;51059;50000 8:0 15:23 121336 1698.70 0 0.80 300 1999.50 0
DP0049 2 50000;50335;50250;50773;50102;50413;50786;50946;51000;51018;51182;50000 8:0 17:40 138601 1940.41 50 13.20 300 2303.61 1
DP0050 1 50000;50791;50429;50236;50720;51153;50000 8:0 13:49 114111 1369.33 50 0.00 200 1619.33 1
DP0051 2 50000;50803;50400;50895;50199;51159;50000 8:0 13:56 116270 1627.78 50 3.20 300 1980.98 1
DP0052 2 50000;50360;50300;50147;50341;50502;50952;51031;51082;51188;50000 8:0 17:22 168950 2365.30 50 1.60 300 2716.90 1
DP0053 2 50000;50365;50033;50149;50900;50701;50176;51021;50974;51016;51160;50000 8:0 17:31 160415 2245.81 50 18.80 300 2614.61 1
DP0054 1 50000;50815;50089;50085;51169;50000 8:0 13:43 146031 1752.37 50 0.00 200 2002.37 1
DP0055 1 50000;50380;50353;50655;50473;50551;50959;51004;51114;50000 8:0 16:51 118881 1426.57 50 36.00 200 1712.57 1
DP0056 1 50000;50387;50490;50685;50600;50000 8:0 12:33 87187 1046.24 0 9.60 200 1255.84 0
DP0057 1 50000;50394;50471;50573;50618;50646;51043;51198;50000 8:0 16:10 121468 1457.62 50 24.00 200 1731.62 1
DP0058 1 50000;50842;50795;50845;50585;51107;50000 8:0 13:36 150546 1806.55 50 0.00 200 2056.55 1
DP0059 2 50000;50844;50184;50134;51153;50000 8:0 14:8 169143 2368.00 50 0.00 300 2718.00 1
DP0060 2 50000;50849;50485;50620;50000 8:15 11:34 70706 989.88 0 0.40 300 1290.28 0
DP0061 1 50000;50875;50231;50126;50000 8:0 12:10 72950 875.40 0 0.00 200 1075.40 0
DP0062 1 50000;50433;50529;50043;50045;50743;51155;50000 8:0 14:19 131617 1579.40 50 0.00 200 1829.40 1
DP0063 2 50000;50887;50608;50649;50166;50000 8:0 11:17 57914 810.80 0 0.00 300 1110.80 0
DP0064 2 50000;50477;50683;50420;50629;50309;50424;50905;50000 8:0 15:53 128932 1805.05 0 47.60 300 2152.65 0
DP0065 2 50000;50239;50729;50648;50303;50000 8:0 12:20 111024 1554.34 0 0.00 300 1854.34 0
DP0066 1 50000;50484;50245;50862;50700;50220;50000 8:0 12:24 94416 1132.99 0 0.00 200 1332.99 0
DP0067 1 50000;50393;50318;50874;51102;50000 8:49 14:12 130462 1565.54 50 0.00 200 1815.54 1
DP0068 1 50000;50501;50469;50221;50324;50174;50000 8:0 12:48 102527 1230.32 0 0.00 200 1430.32 0
DP0069 1 50000;50439;50229;50276;51157;50000 8:0 13:47 134236 1610.83 50 0.00 200 1860.83 1
DP0070 1 50000;50460;50215;50527;51176;50000 8:0 13:17 134684 1616.21 50 0.00 200 1866.21 1
DP0071 1 50000;50518;50752;50415;50000 8:0 12:13 76185 914.22 0 15.20 200 1129.42 0
DP0072 1 50000;50523;50440;50068;50376;50604;50000 8:0 12:37 99502 1194.02 0 0.00 200 1394.02 0
DP0073 2 50000;50532;50498;50123;50602;50441;50000 8:0 13:27 87384 1223.38 0 8.80 300 1532.18 0
DP0074 1 50000;50545;50382;50288;50536;50487;50000 8:0 13:0 79828 957.94 0 0.80 200 1158.74 0
DP0075 2 50000;50550;50454;50481;50539;50569;50000 8:0 12:24 61752 864.53 0 0.00 300 1164.53 0
DP0076 2 50000;50552;50606;50372;50258;50864;50000 8:0 13:12 103285 1445.99 0 0.00 300 1745.99 0
DP0077 1 50000;50557;50140;50280;50044;50000 8:0 12:33 97747 1172.96 0 0.00 200 1372.96 0
DP0078 1 50000;50568;50249;50290;50654;50301;50000 8:0 12:40 94599 1135.19 0 0.00 200 1335.19 0
DP0079 1 50000;50638;50793;50622;51170;50000 8:0 13:0 130404 1564.85 50 0.00 200 1814.85 1
DP0080 1 50000;50746;50669;50000 8:0 11:26 140289 1683.47 0 0.00 200 1883.47 0
DP0081 2 50000;50616;50099;50426;50710;50197;50000 8:0 13:1 109701 1535.81 0 0.00 300 1835.81 0
DP0082 1 50000;50642;50663;50299;50899;50711;50607;50000;50978;50000 8:0 16:19 133595 1603.14 0 24.00 200 1827.14 0
DP0083 2 50000;50647;50379;50234;50708;50599;50001;50000;50944;51153;50000 8:0 18:28 252700 3537.80 50 24.00 300 3911.80 1
DP0084 2 50000;50656;50041;50209;50613;50378;51133;50000 8:0 14:30 150204 2102.86 50 0.00 300 2452.86 1
DP0085 1 50000;50327;50347;50000 9:30 11:50 52166 625.99 0 0.00 200 825.99 0
DP0086 2 50000;50687;50080;50285;50054;50435;50000 8:0 12:39 128969 1805.57 0 0.00 300 2105.57 0
DP0087 1 50000;50689;50332;50468;50447;50304;50000 8:0 12:27 81069 972.83 0 0.00 200 1172.83 0
DP0088 1 50000;50712;50322;50531;50428;50831;50000 8:0 12:35 102889 1234.67 0 0.00 200 1434.67 0
DP0089 1 50000;50455;50731;50201;50000 8:0 11:31 49095 589.14 0 14.80 200 803.94 0
DP0090 1 50000;50718;50386;50092;50534;50402;51126;50000 8:0 14:0 107619 1291.43 50 0.00 200 1541.43 1
DP0091 1 50000;50730;50083;50029;50452;50329;51133;50000 8:0 14:24 141114 1693.37 50 0.00 200 1943.37 1
DP0092 1 50000;50559;50268;50000 9:33 11:47 58610 703.32 0 0.00 200 903.32 0
DP0093 1 50000;50578;50640;50493;50000 8:59 11:49 47587 571.04 0 0.00 200 771.04 0
DP0094 1 50000;50745;50467;50000 9:28 12:5 72151 865.81 0 0.00 200 1065.81 0
DP0095 1 50000;50770;50852;50363;50665;50302;50226;51159;50000 8:0 14:41 121657 1459.88 50 0.00 200 1709.88 1
DP0096 1 50000;50777;50542;50152;50840;50294;51114;50000 8:0 13:57 127962 1535.54 50 0.00 200 1785.54 1
DP0097 1 50000;50780;50091;50096;50442;50492;51106;50000 8:0 14:30 131746 1580.95 50 0.00 200 1830.95 1
DP0098 1 50000;50787;50615;50158;50352;50478;50000 8:0 13:0 100645 1207.74 0 0.00 200 1407.74 0
DP0099 2 50000;50813;50086;50321;50060;50788;50000 8:0 13:0 107281 1501.93 0 0.00 300 1801.93 0
DP0100 1 50000;50822;50016;50847;50049;50392;51159;50000 8:0 14:9 130086 1561.03 50 0.00 200 1811.03 1
DP0101 1 50000;50826;50760;50459;50846;50403;50000 8:0 12:30 88766 1065.19 0 0.00 200 1265.19 0
DP0102 1 50000;50833;50898;50590;50271;50405;50251;51116;50000 8:0 14:33 119405 1432.86 50 0.00 200 1682.86 1
DP0103 1 50000;50142;50067;50756;50832;50723;50150;50958;51093;51175;50949;50000 8:0 17:2 123759 1485.11 50 28.40 200 1763.51 1
DP0104 1 50000;50854;50706;50680;50412;50797;50750;50000 8:0 12:41 88694 1064.33 0 0.00 200 1264.33 0
DP0105 1 50000;50462;50603;50061;50796;50072;50983;51014;51029;51087;51179;50000 8:0 18:1 139299 1671.59 50 16.00 200 1937.59 1
DP0106 1 50000;50861;50748;50194;50446;50284;51198;50000 8:0 13:51 135875 1630.50 50 0.00 200 1880.50 1
DP0107 1 50000;50866;50876;50884;50857;50726;50609;50000 8:0 12:25 77342 928.10 0 0.00 200 1128.10 0
DP0108 2 50000;50541;50190;50388;50058;50038;50956;51023;50999;50935;51127;50000 8:0 17:50 143670 2011.38 50 10.00 300 2371.38 1
DP0109 1 50000;50878;50814;50289;50293;50224;50000 8:0 12:15 81024 972.29 0 0.00 200 1172.29 0
DP0110 1 50000;50888;50181;50112;50401;51123;50000 8:0 14:22 128560 1542.72 50 0.00 200 1792.72 1
DP0111 2 50000;50159;50650;50443;50870;50653;50000 8:0 12:51 115106 1611.48 0 0.00 300 1911.48 0
DP0112 1 50000;50187;50095;50411;50893;51188;50000 8:0 14:24 132684 1592.21 50 0.00 200 1842.21 1
DP0113 2 50000;50034;50191;50071;50759;50540;50961;51047;51061;50929;51152;50000 8:0 17:10 124384 1741.38 50 0.00 300 2091.38 1
DP0114 1 50000;50256;50676;50790;50799;50779;50488;51158;50000 8:0 14:52 129238 1550.86 50 0.00 200 1800.86 1
DP0115 1 50000;50270;50670;50612;50357;50784;50000 8:0 12:21 89329 1071.95 0 0.00 200 1271.95 0
DP0116 1 50000;50283;50323;50137;50821;50549;51159;50000 8:0 14:33 144237 1730.84 50 0.00 200 1980.84 1
DP0117 2 50000;50295;50314;50703;50384;50000 8:0 12:9 89379 1251.31 0 0.00 300 1551.31 0
DP0118 2 50000;50113;50272;50027;50806;50031;50626;50984;50991;51013;50981;51188;50000 8:0 18:21 175377 2455.28 50 8.00 300 2813.28 1
DP0119 2 50000;50118;50330;50427;50062;50754;51046;51067;50904;50922;50975;51127;50000 8:0 17:58 124520 1743.28 50 20.80 300 2114.08 1
DP0120 2 50000;50342;50758;50326;50865;50509;50000 8:0 13:3 104579 1464.11 0 5.60 300 1769.71 0
DP0121 1 50000;50349;50596;50222;50214;50871;51192;50000 8:0 14:24 129496 1553.95 50 0.00 200 1803.95 1
DP0122 1 50000;50369;50107;50348;50432;50198;51169;50000 8:0 14:38 135390 1624.68 50 0.00 200 1874.68 1
DP0123 1 50000;50419;50772;50127;50389;50252;50132;51102;50000 8:0 14:56 118002 1416.02 50 0.00 200 1666.02 1
DP0124 1 50000;50544;50853;50582;50891;50000 8:0 12:37 88648 1063.78 0 0.00 200 1263.78 0
DP0125 1 50000;50175;50195;50110;50017;50059;51069;51080;51141;50971;50000 8:0 17:4 171730 2060.76 50 11.20 200 2321.96 1
DP0126 1 50000;50597;50643;50254;50673;50808;50000 8:0 12:29 70637 847.64 0 0.00 200 1047.64 0
DP0127 2 50000;50180;50230;50437;50141;50219;51038;50911;51049;51025;50000 8:0 16:59 120849 1691.89 0 36.00 300 2027.89 0
DP0128 1 50000;50625;50881;50825;50686;50356;50560;51126;50000 8:0 14:13 105598 1267.18 50 0.00 200 1517.18 1
DP0129 1 50000;50188;50364;50063;50873;50088;51048;50968;51100;51122;50000 8:0 17:5 121852 1462.22 50 23.60 200 1735.82 1
DP0130 1 50000;50205;50146;50213;50263;50169;51010;51168;50916;50000 8:0 16:31 190268 2283.22 50 21.20 200 2554.42 1
DP0131 1 50000;50210;50809;50257;50390;50465;50168;50927;51074;50908;51052;51116;50000 8:0 17:30 127624 1531.49 50 12.80 200 1794.29 1
DP0132 2 50000;50675;50500;50630;50661;50794;50000 8:6 13:7 142327 1992.58 0 1.20 300 2293.78 0
DP0133 2 50000;50677;50753;50519;50362;50274;50000 8:0 13:10 109267 1529.74 0 0.00 300 1829.74 0
DP0134 1 50000;50679;50698;50512;50291;50355;51133;50000 8:0 14:31 151559 1818.71 50 0.00 200 2068.71 1
DP0135 2 50000;50684;50162;50120;50681;51106;50000 8:0 14:8 159056 2226.78 50 0.00 300 2576.78 1
DP0136 1 50000;50688;50456;50738;50766;50260;50186;51102;50000 8:0 14:48 119292 1431.50 50 0.00 200 1681.50 1
DP0137 1 50000;50273;50503;50843;50337;50069;50395;51084;51078;51088;51151;50000 8:0 17:48 122250 1467.00 50 14.00 200 1731.00 1
DP0138 1 50000;50705;50722;50785;50651;50000 8:0 11:37 74526 894.31 0 0.00 200 1094.31 0
DP0139 1 50000;50707;50173;50259;50506;51188;50000 8:0 14:11 130560 1566.72 50 1.60 200 1818.32 1
DP0140 2 50000;50709;50755;50431;50652;51139;50000 8:0 13:26 144446 2022.24 50 0.00 300 2372.24 1
DP0141 2 50000;50715;50611;50537;50521;51106;50000 8:0 14:3 151930 2127.02 50 0.00 300 2477.02 1
DP0142 1 50000;50751;50279;50525;50667;50000 8:0 12:35 100061 1200.73 0 0.00 200 1400.73 0
DP0143 1 50000;50769;50889;50621;50851;50000 8:17 12:1 68359 820.31 0 0.00 200 1020.31 0
DP0144 1 50000;50774;50776;50820;50448;50399;50000 8:8 12:4 67114 805.37 0 0.00 200 1005.37 0
DP0145 2 50000;50340;50065;50702;50346;50614;51001;51027;51111;50000 8:0 16:33 166406 2329.68 50 10.80 300 2690.48 1
DP0146 2 50000;50345;50740;50192;50880;50645;50163;50947;50995;50998;51144;50000 8:0 17:38 148918 2084.85 50 28.00 300 2462.85 1
DP0147 2 50000;50805;50292;50193;50244;51134;50000 8:7 14:13 168537 2359.52 50 0.00 300 2709.52 1
DP0148 1 50000;50810;50812;50691;50325;50350;51169;50000 8:0 14:28 116627 1399.52 50 0.00 200 1649.52 1
DP0149 1 50000;50370;50517;50696;50892;50106;51106;51055;50000 8:0 15:46 176071 2112.85 50 0.00 200 2362.85 1
DP0150 2 50000;50828;50368;50491;50125;51133;50000 8:0 14:7 160213 2242.98 50 0.00 300 2592.98 1
DP0151 1 50000;50829;50830;50121;50721;51121;51040;51066;50000 8:0 15:17 168862 2026.34 50 4.40 200 2280.74 1
DP0152 1 50000;50837;50713;50423;50000 8:29 11:21 70186 842.23 0 0.00 200 1042.23 0
DP0153 1 50000;50409;50510;50737;50073;50148;51063;51123;50000 8:0 17:12 126799 1521.59 50 38.00 200 1809.59 1
DP0154 1 50000;50414;50538;50801;50548;50116;50269;50936;51147;50000 8:0 17:25 131206 1574.47 50 26.80 200 1851.27 1
DP0155 1 50000;50416;50565;50836;50714;50627;50383;51170;50000 8:0 14:31 137213 1646.56 50 0.80 200 1897.36 1
DP0156 2 50000;50421;50617;50489;50547;50727;50662;50000 8:0 13:15 81617 1142.64 0 0.40 300 1443.04 0
DP0157 1 50000;50885;50816;50575;50800;51106;50000 8:1 13:46 143487 1721.84 50 0.00 200 1971.84 1
DP0158 2 50000;50450;50374;50724;50798;50039;50664;50000 8:0 13:10 113023 1582.32 0 0.00 300 1882.32 0
DP0159 1 50000;50233;50564;50694;50223;51155;50000 8:0 13:43 143630 1723.56 50 0.00 200 1973.56 1
DP0160 2 50000;50479;50156;50115;50196;51081;51135;50000 8:0 16:3 145281 2033.93 50 40.00 300 2423.93 1
DP0161 1 50000;50306;50343;50241;50728;50000 8:22 11:14 49874 598.49 0 0.00 200 798.49 0
DP0162 1 50000;50499;50359;50098;50558;50042;50000 8:0 12:42 92589 1111.07 0 0.00 200 1311.07 0
DP0163 1 50000;50425;50704;50264;51170;50000 8:0 13:18 134484 1613.81 50 0.00 200 1863.81 1
DP0164 1 50000;50508;50267;50101;50248;50717;50000 8:0 12:43 87094 1045.13 0 0.00 200 1245.13 0
DP0165 1 50000;50516;50579;50528;50767;50317;50535;50000 8:0 13:10 81969 983.63 0 0.00 200 1183.63 0
DP0166 1 50000;50495;50406;50461;50515;50595;50000 8:0 12:50 73457 881.48 0 0.00 200 1081.48 0
DP0167 1 50000;50463;50553;50594;51198;50000 8:0 13:9 120414 1444.97 50 0.00 200 1694.97 1
DP0168 2 50000;50511;50408;50562;50827;50000 8:0 12:44 129563 1813.88 0 0.00 300 2113.88 0
DP0169 1 50000;50526;50466;50476;50005;51153;50000 8:0 13:50 124923 1499.08 50 0.00 200 1749.08 1
DP0170 1 50000;50586;50623;50761;50026;51133;50000 8:16 13:59 132667 1592.00 50 0.00 200 1842.00 1
DP0171 1 50000;50598;50867;50397;50587;50000 8:0 12:16 79440 953.28 0 0.00 200 1153.28 0
DP0172 2 50000;50610;50834;50768;50504;51157;50000 8:0 14:16 162882 2280.35 50 0.00 300 2630.35 1
DP0173 1 50000;50624;50635;50182;51153;50000 8:0 13:18 128089 1537.07 50 0.00 200 1787.07 1
DP0174 1 50000;50580;50807;50472;50763;50361;50000 8:0 12:20 79605 955.26 0 0.00 200 1155.26 0
DP0175 1 50000;50592;50482;50358;50167;50584;50470;50000 8:0 12:49 75158 901.90 0 0.00 200 1101.90 0
DP0176 1 50000;50747;50719;50802;51170;50000 8:0 13:5 145301 1743.61 50 0.00 200 1993.61 1
DP0177 1 50000;50771;50835;50818;50000 8:0 11:20 121429 1457.15 0 0.00 200 1657.15 0
DP0178 1 50000;50883;50143;51157;50000 8:0 13:6 103157 1237.88 50 0.00 200 1487.88 1
DP0179 2 50000;50151;50856;50000 8:0 11:34 123776 1732.86 0 0.00 300 2032.86 0
DP0180 1 50000;50682;50114;50377;50782;50839;50574;50000 8:0 12:42 82339 988.07 0 0.00 200 1188.07 0
DP0181 1 50000;50338;50212;50000 9:16 12:1 73511 882.13 0 0.00 200 1082.13 0
DP0182 1 50000;50385;50789;50000 9:11 11:45 82939 995.27 0 0.00 200 1195.27 0
DP0183 1 50000;50453;50117;50000 9:27 11:58 57597 691.16 0 0.00 200 891.16 0
DP0184 1 50000;50716;50561;50882;50315;50583;50311;50000 8:0 12:52 77527 930.32 0 0.00 200 1130.32 0
DP0185 1 50000;50494;51132;50000 8:45 12:47 149891 1798.69 50 0.00 200 2048.69 1
DP0186 1 50000;50530;51106;50000 8:50 12:38 123969 1487.63 50 0.00 200 1737.63 1
DP0187 2 50000;50732;50505;50781;50434;50375;50000 8:0 12:50 86973 1217.62 0 0.00 300 1517.62 0
DP0188 2 50000;50734;50641;50417;50328;50136;50659;50000 8:0 12:55 85264 1193.70 0 0.00 300 1493.70 0
DP0189 1 50000;50749;50496;50660;50863;50520;50811;51111;50000 8:0 14:20 108010 1296.12 50 0.00 200 1546.12 1
DP0190 1 50000;50804;50783;50000 9:32 11:28 60119 721.43 0 0.00 200 921.43 0
DP0191 2 50000;50817;50000;50232;50000 8:29 12:27 92655 1297.17 0 24.00 300 1621.17 0
