ID	type	pack_total_weight	pack_total_volume	first_receive_tm	last_receive_tm
20203	2	0.266574	0.4603	11:00	11:30
20204	2	0.00132	0.0014	08:30	09:00
20205	2	0.17245	0.2716	11:30	12:00
20206	2	0.205345	0.3427	09:00	11:00
20207	2	0.216775	0.4661	10:30	12:00
20208	2	0.24855	0.4401	10:00	11:30
20209	2	0.01355	0.1261	11:00	12:00
20210	2	0.46975	0.7258	08:30	09:30
20211	2	0.34769	0.608	11:00	11:30
20212	2	0.34151	0.5529	10:00	12:00
20213	2	0.15545	0.2791	08:00	09:00
20214	2	0.20115	1.6398	09:00	11:00
20215	2	0.20113	0.3245	10:00	11:30
20216	2	0.001456	0.0057	10:00	11:30
20217	2	0.18357	0.2744	08:30	09:30
20218	2	0.15605	0.2666	08:00	09:00
20219	2	0.290775	0.4258	11:00	12:00
20220	2	0.19232	0.3723	09:00	09:30
20221	2	0.16938	0.2822	10:00	10:30
20222	2	0.04024	0.0658	09:00	09:30
20223	2	0.11661	0.1644	08:30	10:00
20224	2	0.0019	0.0728	10:00	12:00
20225	2	0.21222	0.2646	09:30	11:00
20226	2	0.18905	0.312	10:00	11:30
20227	2	0.01251	0.0162	11:00	12:00
20228	2	0.25728	0.4215	08:00	09:00
20229	2	0.041725	0.3609	09:00	10:00
20230	2	0.20871	0.3665	09:00	09:30
20231	2	0.40769	0.7108	08:00	09:30
20232	2	0.04038	0.0469	08:00	09:30
20233	2	0.1891	0.3507	09:30	11:30
20234	2	0.0843	0.5618	10:00	11:30
20235	2	0.0215	0.0723	08:00	09:30
20236	2	0.26562	0.4325	10:00	11:30
20237	2	0.00216	0.0013	10:00	11:00
20238	2	0.01478	0.1292	09:00	10:30
20239	2	0.0093	0.1436	09:00	09:30
20240	2	0.160125	0.5352	10:30	11:00
20241	2	0.1892	0.3807	10:00	11:00
20242	2	0.13683	0.2061	10:00	11:00
20243	2	0.20671	0.3644	10:00	11:00
20244	2	0.196048	0.4887	11:00	11:30
20245	2	0.154684	0.2848	09:00	09:30
20246	2	0.15267	0.2323	08:00	10:00
20247	2	0.003	0.0119	08:30	10:00
20248	2	0.17472	0.31	10:00	12:00
20249	2	0.148578	0.2845	08:00	09:30
20250	2	0.150148	0.2724	09:00	10:30
20251	2	0.194	0.2937	10:30	11:30
20252	2	0.15503	0.2662	09:30	10:30
20253	2	0.016305	0.0349	11:30	12:00
20254	2	0.016305	0.0349	10:30	11:30
20255	2	0.0716	0.5216	08:30	09:00
20256	2	0.016712	0.0288	10:00	12:00
20257	2	0.00112	0.0092	09:00	11:00
20258	2	0.0152	0.1287	09:00	10:30
20259	2	0.0027	0.0087	09:00	10:00
20260	2	0.03054	0.087	10:30	11:30
20261	2	0.0027	0.0199	08:00	08:30
20262	2	0.002	0.002	10:00	11:00
20263	2	0.00672	0.0216	11:30	12:00
20264	2	0.00692	0.0128	09:00	11:00
20265	2	0.03036	0.0518	10:00	12:00
20266	2	0.00716	0.0522	08:00	09:30
20267	2	0.00816	0.0897	08:00	09:00
20268	2	0.054	0.228	08:00	09:30
20269	2	0.01396	0.0769	11:00	12:00
20270	2	0.04239	0.5287	09:30	10:30
20271	2	0.00395	0.0363	11:00	11:30
20272	2	0.06028	0.4052	08:00	10:00
20273	2	0.0247	0.0675	09:00	11:00
20274	2	0.00543	0.0092	10:00	11:30
20275	2	0.02596	0.0692	11:00	12:00
20276	2	0.00275	0.0056	10:00	11:30
20277	2	0.0056	0.0461	10:00	11:00
20278	2	0.5576	0.82	11:00	12:00
20279	2	0.61165	1.7805	11:00	11:30
20280	2	0.46752	0.6925	08:00	10:00
20281	2	0.5116	0.7941	10:00	12:00
20282	2	0.88684	2.4112	08:30	10:30
20283	2	0.03	0.1	10:00	11:30
20284	2	0.36603	1.0936	08:00	09:00
20285	2	2.4096	13.6937	09:00	10:00
20286	2	0.1792	0.614	10:00	11:30
20287	2	0.27024	0.9933	10:00	10:30
20288	2	0.0489	0.1697	08:00	09:30
20289	2	2.4096	13.6937	08:00	09:00
20290	2	1.104	8.5536	08:00	10:00
20291	2	0.28035	0.5789	10:00	11:30
20292	2	2.4495	13.7872	10:00	11:30
20293	2	0.04077	0.1378	08:30	09:30
20294	2	1.3644	7.2209	08:00	09:00
20295	2	2.12126	5.0511	09:30	10:00
20296	2	0.54048	1.9865	08:00	08:30
20297	2	0.14054	0.3575	08:30	10:30
20298	2	0.08275	0.1625	08:00	10:00
20299	2	0.62068	1.7639	09:00	10:30
20300	2	0.0933	0.2009	10:00	11:30
20301	2	0.0094	0.0625	09:30	11:00
20302	2	0.22186	0.6883	09:00	10:30
20303	2	1.104	8.5536	09:00	09:30
20304	2	0.54048	1.9865	10:00	10:30
20305	2	0.18457	0.5252	09:30	10:00
20306	2	0.00584	0.0406	10:00	12:00
20307	2	0.1212	0.2853	10:00	12:00
20308	2	0.06029	0.1306	09:00	10:30
20309	2	0.23721	0.4616	10:00	11:30
20310	2	0.3025	1.006	10:00	11:30
20311	2	0.4279	1.0298	10:00	10:30
20312	2	1.2048	6.8468	10:30	11:00
20313	2	2.4495	13.7872	10:00	10:30
20314	2	0.20146	0.4528	10:00	10:30
20315	2	1.08096	3.9731	10:00	12:00
20316	2	2.4096	13.6937	09:00	10:30
20317	2	0.02868	0.0905	10:30	12:00
20318	2	2.4761	13.8496	08:30	10:00
20319	2	0.00266	0.0146	09:30	10:30
20320	2	2.4096	13.6937	11:00	11:30
20321	2	0.01276	0.0164	09:00	09:30
20322	2	0.03182	0.1165	08:00	10:00
20323	2	1.2048	6.8468	09:00	11:00
20324	2	0.36875	0.8301	10:00	11:30
20325	2	2.4495	13.7872	10:30	12:00
20326	2	0.552	4.2768	08:00	09:00
20327	2	1.2048	6.8468	10:00	11:00
20328	2	2.0169	6.1746	08:30	09:00
20329	2	0.0665	0.1559	10:00	10:30
20330	2	0.28718	0.5566	10:00	10:30
20331	2	0.01276	0.0164	08:00	10:00
20332	2	1.2713	7.0027	09:00	10:30
20333	2	0.04132	0.1197	08:00	09:00
20334	2	1.2447	6.9404	08:30	10:00
20335	2	0.20457	0.6098	08:30	09:30
20336	2	2.4761	13.8496	10:30	11:00
20337	2	2.4096	13.6937	10:00	10:30
20338	2	0.07452	0.2199	08:30	10:30
20339	2	1.2713	7.0027	08:00	10:00
20340	2	2.4362	13.756	08:00	10:00
20341	2	0.00724	0.0224	08:00	09:30
20342	2	2.4495	13.7872	10:00	11:30
20343	2	0.00123	0.0101	10:00	11:00
20344	2	0.094	0.1508	09:00	10:00
20345	2	0.12588	0.3724	10:00	10:30
20346	2	0.08163	0.6601	11:30	12:00
20347	2	0.4012	0.8069	08:00	10:00
20348	2	0.00393	0.013	08:00	10:00
20349	2	0.01842	0.1292	09:30	11:00
20350	2	0.0018	0.0256	08:30	10:00
20351	2	0.5676	0.9936	09:00	10:00
20352	2	0.125	1.0627	09:00	09:30
20353	2	0.005	1	10:00	10:30
20354	2	0.01502	0.0355	11:00	11:30
20355	2	0.0026	0.004	08:00	10:00
20356	2	0.04992	0.0599	08:00	10:00
20357	2	0.02436	0.1021	08:00	09:30
20358	2	0.023284	0.0307	09:00	10:30
20359	2	0.02736	0.0419	10:00	11:00
20360	2	0.54	4.0293	10:00	11:00
20361	2	0.0016	0.0086	11:00	12:00
20362	2	0.00122	0.0029	09:00	09:30
20363	2	0.0066	0.0359	10:00	12:00
20364	2	0.0056	0.0179	09:00	11:00
20365	2	0.00384	0.0075	10:00	12:00
20366	2	0.01363	0.0479	10:00	11:30
20367	2	0.02058	0.0385	08:00	09:00
20368	2	0.02568	0.047	09:00	10:00
20369	2	0.02535	0.043	11:00	11:30
20370	2	0.03552	0.0371	11:00	11:30
20371	2	0.09534	0.1627	09:30	11:30
20372	2	0.17183	0.2647	08:00	10:00
20373	2	0.17965	0.5429	09:30	11:00
20374	2	0.03	0.2	09:30	11:00
20375	2	0.03987	0.0627	10:00	11:00
20376	2	0.0108	0.0178	10:30	11:30
20377	2	0.05735	0.1444	09:00	10:00
20378	2	0.1794	0.2964	11:30	12:00
20379	2	0.194524	0.302	11:00	11:30
20380	2	0.01076	0.0198	10:00	12:00
20381	2	0.02331	0.0956	10:00	12:00
20382	2	0.01344	0.4585	08:00	09:00
20383	2	0.01465	0.0549	09:00	10:00
20384	2	0.0042	0.0148	10:00	11:00
20385	2	0.01372	0.03	11:00	12:00
20386	2	0.0276	0.1208	08:00	09:30
20387	2	0.5116	0.7941	08:30	10:30
20388	2	0.01025	0.0296	08:00	10:00
20389	2	0.07756	0.0892	09:30	10:30
20390	2	0.8393	3.4902	10:30	12:00
20391	2	1.8914	5.3936	08:30	09:30
20392	2	0.01562	0.0284	11:00	11:30
20393	2	1.362	3.6431	08:00	09:30
20394	2	0.03396	0.0995	08:00	10:00
20395	2	0.03156	0.0645	08:00	09:30
20396	2	1.2921	1.8756	09:30	11:00
20397	2	0.01138	0.0332	10:00	11:00
20398	2	0.16783	0.4307	08:00	09:00
20399	2	0.04331	0.1339	11:00	11:30
20400	2	0.01704	0.0487	09:00	09:30
20401	2	0.03963	0.1206	10:00	11:30
20402	2	0.0426	0.1243	09:00	11:00
20403	2	0.01878	0.0666	08:00	09:30
20404	2	0.44781	1.2455	11:00	12:00
20405	2	0.01904	0.0606	10:30	11:30
20406	2	0.04306	0.1066	10:00	10:30
20407	2	0.3678	1.0148	09:30	11:30
20408	2	0.07305	0.195	08:00	10:00
20409	2	0.01108	0.0309	08:30	10:00
20410	2	0.0215	0.0655	10:00	11:30
20411	2	0.01634	0.0544	08:00	09:00
20412	2	0.195	0.2971	10:30	11:30
20413	2	0.39744	0.3875	10:00	11:00
20414	2	1.1211	1.9668	11:00	11:30
20415	2	0.42624	0.4156	08:00	09:00
20416	2	0.31072	0.5451	10:30	12:00
20417	2	0.40032	0.3903	10:00	11:30
20418	2	0.37446	0.657	09:00	10:00
20419	2	0.40348	0.7078	09:30	10:00
20420	2	0.2191	0.3844	10:00	10:30
20421	2	0.24584	0.4312	08:00	10:00
20422	2	0.35136	0.3426	08:00	09:30
20423	2	0.49624	0.8705	09:00	10:30
20424	2	0.27942	0.4902	08:30	09:30
20425	2	0.37332	0.6549	11:00	12:00
20426	2	0.40032	0.3903	10:00	11:00
20427	2	0.3756	0.659	10:00	10:30
20428	2	1.06306	1.8651	11:00	11:30
20429	2	0.7199	1.2631	10:00	12:00
20430	2	0.53096	0.9315	08:00	10:00
20431	2	0.29952	0.292	09:00	10:00
20432	2	0.003075	0.0057	09:00	10:00
20433	2	0.1891	0.3356	10:30	11:00
20434	2	0.17565	0.3121	10:30	11:30
20435	2	0.0253	0.052	08:30	10:30
20436	2	0.02382	0.0409	09:30	11:30
20437	2	0.01368	0.0215	08:00	10:00
20438	2	0.312698	0.5594	08:30	10:00
20439	2	0.0306	0.0497	10:30	11:30
20440	2	1.27803	2.0598	10:00	11:00
20441	2	0.34892	0.6643	09:00	09:30
20442	2	0.0256	0.0476	09:00	09:30
20443	2	0.25016	0.4139	08:00	10:00
20444	2	0.0497	0.0937	09:00	11:00
20445	2	0.0606	0.0733	08:30	10:00
20446	2	0.1568	0.1855	08:00	09:30
20447	2	0.0288	0.0501	10:00	10:30
20448	2	0.172216	0.2921	11:00	11:30
20449	2	0.0588	0.0994	09:00	09:30
20450	2	0.204275	0.3593	08:00	10:00
20451	2	0.0203	0.0407	09:30	11:00
20452	2	0.23545	0.4653	10:00	11:30
20453	2	0.2242	0.3576	08:30	09:30
20454	2	0.20233	0.3298	08:00	09:00
20455	2	0.02024	0.0416	10:00	10:30
20456	2	0.168	0.2723	10:00	12:00
20457	2	0.8046	1.4978	10:00	12:00
20458	2	0.34544	0.6018	10:00	11:30
20459	2	0.405235	0.631	09:00	10:30
20460	2	0.037	0.0638	10:00	11:30
20461	2	0.0934	0.1626	09:00	10:00
20462	2	0.01165	0.0245	10:00	11:00
20463	2	0.037	0.0638	10:00	12:00
20464	2	0.0185	0.2726	10:30	12:00
20465	2	0.0175	0.0441	08:00	09:30
20466	2	0.208	0.3223	10:00	11:30
20467	2	0.0064	0.0283	10:00	11:00
20468	2	0.673849	1.1613	09:00	10:00
20469	2	0.192	0.3069	10:00	10:30
20470	2	0.29295	1.816	09:00	09:30
20471	2	0.154473	0.2613	08:30	10:30
20472	2	0.54	2.3555	08:00	09:30
20473	2	0.188866	0.3176	08:00	09:00
20474	2	0.54	2.3555	09:30	11:00
20475	2	0.17669	0.3022	08:00	09:00
20476	2	0.177	0.995	10:00	10:30
20477	2	0.708	3.98	11:00	11:30
20478	2	0.708	3.98	08:00	09:00
20479	2	0.39258	0.6791	10:00	11:30
20480	2	0.003	0.0059	08:00	09:30
20481	2	1.43108	2.4505	09:00	10:00
20482	2	0.01475	0.0196	08:30	09:30
20483	2	0.17396	0.2991	10:00	10:30
20484	2	0.28048	0.5917	09:30	11:30
20485	2	0.0064	0.0283	08:00	09:00
20486	2	0.01165	0.0245	10:00	12:00
20487	2	0.092	0.4	11:00	12:00
20488	2	0.023	0.1	10:30	11:30
20489	2	0.29998	0.4561	10:00	11:00
20490	2	0.00235	0.01	10:00	10:30
20491	2	0.00266	0.02	11:00	11:30
20492	2	0.00129	0.01	08:00	10:00
20493	2	0.02746	0.2	10:30	12:00
20494	2	0.10567	0.42	09:00	11:00
20495	2	0.04879	0.24	09:30	10:30
20496	2	0.334	1.57	09:00	09:30
20497	2	0.13283	0.61	08:30	09:00
20498	2	0.55382	2.63	10:00	10:30
20499	2	0.25661	1.12	09:00	11:00
20500	2	0.25076	1.21	09:00	11:00
20501	2	0.144725	0.331	10:00	11:30
20502	2	0.155866	0.289	08:00	09:30
20503	2	0.248088	0.4286	11:00	12:00
20504	2	0.0253	0.052	10:30	11:00
20505	2	0.151774	0.2857	08:30	10:30
20506	2	0.265957	0.4899	11:00	11:30
20507	2	0.0035	0.0056	09:00	10:30
20508	2	0.89164	1.5907	10:00	11:30
20509	2	0.12104	0.3273	09:30	11:00
20510	2	0.07456	0.1878	09:00	10:00
20511	2	1.04048	1.8023	08:00	09:30
20512	2	0.22908	0.4094	08:30	10:30
20513	2	0.28364	0.4639	08:00	09:30
20514	2	0.1072	0.2619	09:30	10:30
20515	2	0.194	0.2781	09:00	10:00
20516	2	0.23306	0.3082	10:00	11:00
20517	2	0.7769	1.3226	08:00	10:00
20518	2	0.63094	1.0908	09:00	11:00
20519	2	0.46068	0.7989	09:00	10:30
20520	2	0.88692	1.413	10:00	11:00
20521	2	0.13502	0.2266	11:00	12:00
20522	2	0.3006	0.5475	09:00	10:00
20523	2	0.4283	1.0131	10:00	12:00
20524	2	0.69308	1.41	08:00	10:00
20525	2	0.3115	0.5773	09:00	11:00
20526	2	0.63308	0.8578	10:00	11:30
20527	2	0.25488	0.4767	10:30	11:00
20528	2	1.10844	1.6776	10:00	10:30
20529	2	0.73316	1.4112	11:00	11:30
20530	2	0.57644	1.0732	10:00	12:00
20531	2	0.2195	0.4196	10:00	11:30
20532	2	0.57788	1.2072	08:00	09:30
20533	2	0.01952	0.0436	08:00	10:00
20534	2	0.06974	0.1355	08:00	10:00
20535	2	0.0473	0.094	09:00	10:00
20536	2	1.7475	3.1113	08:30	09:30
20537	2	0.12294	0.3589	10:00	10:30
20538	2	0.46882	1.0077	09:30	11:30
20539	2	0.16404	0.4444	08:00	09:00
20540	2	0.25222	0.6754	10:00	12:00
20541	2	0.1344	0.3499	08:00	09:30
20542	2	0.35496	0.5813	09:30	10:30
20543	2	2.1	2.6517	08:00	08:30
20544	2	0.432	0.8755	08:30	09:00
20545	2	0.2811	0.4287	08:00	09:30
20546	2	0.44502	0.9794	08:00	09:30
20547	2	0.56364	1.1115	09:30	10:30
20548	2	0.42508	0.7671	10:30	11:00
20549	2	0.33199	0.5832	10:00	10:30
20550	2	0.160414	0.2912	11:00	11:30
20551	2	0.00591	0.0169	08:00	09:00
20552	2	0.4113	0.8186	10:00	11:30
20553	2	0.0083	0.0083	08:30	09:30
20554	2	0.948	1.938	09:00	10:00
20555	2	0.184356	0.3353	09:30	10:00
20556	2	0.0405	0.1586	10:00	10:30
20557	2	0.31434	0.5693	08:00	09:30
20558	2	0.3898	0.5981	08:00	09:00
20559	2	0.11138	0.3883	10:30	11:30
20560	2	0.04386	0.0879	10:00	11:00
20561	2	1.23682	2.6142	10:00	10:30
20562	2	1.62704	2.9946	11:30	12:00
20563	2	0.81262	1.5315	08:30	10:30
20564	2	0.1527	0.2629	08:00	09:30
20565	2	0.18902	0.3125	08:00	09:00
20566	2	0.3565	0.62	08:00	09:30
20567	2	0.02224	0.1066	10:00	10:30
20568	2	0.1713	0.2995	08:30	10:30
20569	2	0.45338	0.788	08:00	09:30
20570	2	0.1692	0.3686	10:00	11:30
20571	2	0.03422	0.104	08:30	09:30
20572	2	0.82032	1.3708	10:00	11:00
20573	2	0.782	1.4432	11:00	11:30
20574	2	0.16256	0.2832	10:00	10:30
20575	2	0.34042	0.6959	10:00	11:30
20576	2	0.14452	0.2376	08:00	09:30
20577	2	0.43652	0.8523	11:00	12:00
20578	2	0.03174	0.1034	10:00	11:00
20579	2	0.1197	0.1858	10:00	10:30
20580	2	0.12356	0.2164	09:30	11:30
20581	2	0.09454	0.1665	09:30	11:00
20582	2	0.17292	0.2977	08:00	09:30
20583	2	0.18686	0.3761	08:00	08:30
20584	2	0.1618	0.2952	10:00	10:30
20585	2	0.07402	0.1526	08:00	09:30
20586	2	0.34826	0.5451	09:00	11:00
20587	2	1.10008	1.9941	08:00	09:30
20588	2	2.30056	3.5138	09:00	10:30
20589	2	0.03142	0.071	11:30	12:00
20590	2	0.13734	0.2242	11:00	11:30
20591	2	0.0419	0.1184	08:30	10:30
20592	2	0.6691	1.0892	08:00	10:00
20593	2	0.07064	0.1819	08:00	09:00
20594	2	0.04958	0.083	08:00	09:30
20595	2	0.00368	0.0127	08:30	09:30
20596	2	0.00816	0.0897	09:00	09:30
20597	2	0.16266	0.2883	11:00	11:30
20598	2	0.00864	0.0162	08:30	10:30
20599	2	0.16071	0.3269	10:30	11:30
20600	2	0.33524	0.5757	10:00	11:30
20601	2	0.34978	0.7423	09:30	10:30
20602	2	0.94832	1.8304	10:30	11:00
20603	2	0.21882	0.3928	10:00	10:30
20604	2	0.46528	1.4434	08:00	09:30
20605	2	0.12998	0.217	09:00	10:30
20606	2	0.00154	0.0107	09:00	10:30
20607	2	0.01466	0.0747	11:00	11:30
20608	2	0.11062	0.3188	11:30	12:00
20609	2	0.21572	0.3752	09:00	11:00
20610	2	0.05616	0.1192	09:00	11:00
20611	2	0.0417	0.0657	10:00	11:30
20612	2	0.92674	2.4095	08:00	09:00
