ID	type	pack_total_weight	pack_total_volume	first_receive_tm	last_receive_tm
10076	2	0.56436	0.878	09:00	10:00
10077	2	0.05526	0.0875	08:00	10:00
10078	2	0.09815	0.2089	08:00	09:00
10079	2	0.00896	0.3057	08:00	10:00
10080	2	0.013164	0.3085	09:00	10:00
10081	2	0.0878	0.9089	10:00	12:00
10082	2	0.03786	0.3001	09:30	10:30
10083	2	0.0072	0.1255	08:00	09:30
10084	2	0.0348	0.2074	11:00	12:00
10085	2	0.0252	0.0265	11:00	11:30
10086	2	0.0015	0.0031	09:00	10:30
10087	2	0.0288	0.1882	09:00	11:00
10088	2	0.0181	0.103	08:00	09:00
10089	2	0.021	0.1357	08:00	10:00
10090	2	0.0108	0.0612	10:30	11:30
10091	2	0.0056	0.0274	09:00	11:00
10092	2	0.0085	0.0723	08:00	09:30
10093	2	0.0021	0.0203	08:30	10:30
10094	2	0.0134	0.1608	10:00	11:30
10095	2	0.0164	0.1584	08:00	10:00
10096	2	0.04008	0.1237	10:00	11:00
10097	2	0.20093	0.295	08:00	08:30
10098	2	0.22901	0.3757	08:00	09:30
10099	2	0.03329	0.0594	09:00	11:00
10100	2	0.02872	0.0458	10:30	11:30
10101	2	0.02904	0.0432	09:30	11:30
10102	2	0.0526	0.06	08:00	09:00
10103	2	0.0092	0.056	09:00	11:00
10104	2	0.0084	0.0231	08:00	09:30
10105	2	0.006	0.0123	08:00	09:30
10106	2	0.3765	0.253	10:30	11:30
10107	2	0.01908	0.0726	09:00	11:00
10108	2	0.02112	0.04	09:00	10:30
10109	2	0.0336	0.062	09:30	11:30
10110	2	0.010625	0.0402	10:30	12:00
10111	2	0.06506	0.0767	10:00	11:30
10112	2	0.03432	0.0902	10:30	11:30
10113	2	0.15	0.2468	08:00	10:00
10114	2	0.05758	0.0716	09:00	10:00
10115	2	0.01536	0.0445	08:30	10:30
10116	2	0.0786	0.6139	09:30	10:30
10117	2	0.0027	0.0427	09:00	11:00
10118	2	0.004	0.0676	11:00	12:00
10119	2	0.024	0.05	10:00	12:00
10120	2	0.492	0.903	10:00	11:00
10121	2	0.152	0.315	10:00	11:30
10122	2	0.3596	3.5161	08:30	09:00
10123	2	0.15171	0.2329	08:30	09:30
10124	2	0.0204	0.0621	08:00	08:30
10125	2	0.03772	0.3039	10:00	11:00
10126	2	0.00754	0.1241	10:00	12:00
10127	2	0.0092	0.0276	09:00	10:00
10128	2	0.00482	0.0647	09:30	11:30
10129	2	0.00309	0.0134	08:30	09:00
10130	2	0.04418	0.3643	08:30	10:00
10131	2	0.00558	0.0397	10:00	10:30
10132	2	0.0021	0.0101	08:30	10:00
10133	2	0.0075	0.0294	09:00	09:30
10134	2	0.00276	0.0772	10:30	12:00
10135	2	0.09197	0.6076	11:30	12:00
10136	2	0.0013	0.0095	09:30	11:00
10137	2	0.0052	0.0089	09:30	10:00
10138	2	0.0064	0.0068	08:00	09:00
10139	2	0.08526	0.3598	08:00	10:00
10140	2	0.073	0.2659	08:00	09:30
10141	2	0.0238	0.1072	10:00	11:00
10142	2	0.427	0.6515	10:00	12:00
10143	2	0.0073	0.0224	09:00	09:30
10144	2	0.1095	1.0035	08:00	09:30
10145	2	0.0108	0.0178	10:30	11:00
10146	2	0.21378	0.3854	08:30	10:00
10147	2	0.2382	2.0293	08:30	10:30
10148	2	0.01808	0.1625	08:30	10:00
10149	2	0.08408	0.262	09:00	09:30
10150	2	0.12216	0.3263	08:00	09:30
10151	2	0.192	0.3069	08:00	10:00
10152	2	0.152195	0.267	10:00	11:00
10153	2	0.323375	0.6364	10:00	12:00
10154	2	0.15122	0.3452	09:00	10:30
10155	2	0.001825	0.0034	09:30	11:30
10156	2	0.162891	0.4848	10:00	11:00
10157	2	0.1888	0.3324	08:30	10:30
10158	2	0.48152	2.6539	08:00	09:00
10159	2	0.171	0.297	08:30	10:00
10160	2	0.00137	0.0086	10:00	11:00
10161	2	0.0037	0.0144	10:00	11:30
10162	2	0.075175	0.4547	09:30	10:00
10163	2	0.02764	0.2584	10:00	11:30
10164	2	0.00138	0.0172	10:30	11:00
10165	2	0.03	0.1	08:00	09:30
10166	2	0.22925	0.3858	09:30	10:00
10167	2	0.15	0.2468	10:00	11:30
10168	2	0.19877	0.2965	09:00	09:30
10169	2	0.206584	0.3716	09:00	10:30
10170	2	0.519	0.9165	11:00	11:30
10171	2	0.24687	0.5859	10:30	12:00
10172	2	0.159775	0.2796	10:00	10:30
10173	2	0.1733	0.667	08:30	10:00
10174	2	0.11544	0.2098	09:00	09:30
10175	2	0.179128	0.3172	10:30	11:30
10176	2	0.126505	0.1876	08:30	10:30
10177	2	0.02526	0.0365	09:00	10:00
10178	2	0.402725	0.7621	10:00	12:00
10179	2	0.153	0.2595	10:00	11:00
10180	2	0.240858	0.4389	10:00	12:00
10181	2	0.161815	0.2787	08:30	09:00
10182	2	0.21457	0.5964	10:00	12:00
10183	2	0.00132	0.0157	08:30	10:30
10184	2	0.167288	0.2766	10:00	11:30
10185	2	0.00834	0.0133	08:00	08:30
10186	2	0.17466	0.3058	08:00	09:30
10187	2	0.297287	0.6575	09:00	11:00
10188	2	0.151035	0.2572	09:00	10:30
10189	2	0.189045	0.3066	08:00	10:00
10190	2	0.01293	0.0264	08:30	09:30
10191	2	0.0013	0.0112	10:30	12:00
10192	2	0.19312	0.3998	08:30	09:00
10193	2	0.1269	0.1846	08:00	09:30
10194	2	0.06055	0.0901	11:30	12:00
10195	2	0.025664	0.0388	10:00	11:30
10196	2	0.0084	0.054	10:00	10:30
10197	2	0.0124	0.1241	08:00	09:00
10198	2	0.006	0.0733	09:30	11:30
10199	2	0.04136	0.0802	08:00	09:00
10200	2	0.00401	0.0071	10:00	12:00
10201	2	0.0082	0.0176	10:30	11:00
10202	2	0.010096	0.0753	09:30	11:00
10203	2	0.0048	0.0049	10:00	10:30
10204	2	0.023852	0.0299	08:30	10:00
10205	2	0.02246	0.0341	08:00	08:30
10206	2	0.01806	0.0217	08:00	09:30
10207	2	0.228415	0.4465	09:00	11:00
10208	2	0.00816	0.0143	09:30	10:30
10209	2	0.0236	0.032	09:30	11:00
10210	2	0.03	0.1	09:30	10:00
10211	2	0.5072	0.9	09:30	11:00
10212	2	0.00668	0.0153	11:30	12:00
10213	2	0.006	0.0569	10:00	11:30
10214	2	0.009	0.0853	11:00	11:30
10215	2	0.828	6.4765	09:30	10:30
10216	2	1.61	12.5932	08:00	09:30
10217	2	0.348	0.54	11:00	11:30
10218	2	0.023275	0.0213	08:00	10:00
10219	2	0.091	0.1753	08:00	08:30
10220	2	0.00524	0.0336	08:00	09:30
10221	2	0.01175	0.0454	11:00	11:30
10222	2	0.072	0.6306	10:00	11:30
10223	2	0.00198	0.1566	08:00	09:30
10224	2	0.01758	0.0389	09:30	10:00
10225	2	0.0672	0.1128	08:00	09:00
10226	2	0.18	0.342	08:00	09:00
10227	2	0.048	0.1	08:00	09:00
10228	2	0.02024	0.0416	08:00	08:30
10229	2	0.00112	0.0569	10:30	11:30
10230	2	0.333	2.7443	09:00	09:30
10231	2	0.123	0.9418	10:00	11:00
10232	2	0.0615	0.5417	10:30	12:00
10233	2	0.06825	0.5631	11:00	12:00
10234	2	0.0288	0.0954	09:00	11:00
10235	2	0.0105	0.0346	11:00	11:30
10236	2	0.0085	0.4271	09:00	10:30
10237	2	0.0156	0.0468	09:00	09:30
10238	2	0.00492	0.0146	08:00	09:30
10239	2	0.00754	0.1508	09:30	11:00
10240	2	0.0058	0.0093	10:00	11:00
10241	2	0.13905	1.2367	09:00	11:00
10242	2	0.0136	0.0322	10:30	11:30
10243	2	0.1177	1.2672	10:00	12:00
10244	2	0.009225	0.0264	10:30	11:30
10245	2	0.08312	1.4199	10:00	11:30
10246	2	0.003	0.0228	09:00	09:30
10247	2	0.0033	0.0158	08:30	09:30
10248	2	0.01485	0.0825	10:00	12:00
10249	2	0.0048	0.0104	11:00	12:00
10250	2	0.033	0.048	09:00	11:00
10251	2	0.03964	0.0719	10:30	11:30
10252	2	0.021202	0.1225	10:00	12:00
10253	2	0.111481	0.1628	09:30	10:00
10254	2	0.03672	0.1398	10:00	12:00
10255	2	0.00516	0.0104	08:00	09:00
10256	2	0.023268	0.0468	08:00	09:00
10257	2	0.01014	0.0164	10:00	12:00
10258	2	1.75794	2.7668	10:30	11:30
10259	2	0.584525	1.0338	08:00	09:30
10260	2	0.03504	0.0652	08:00	08:30
10261	2	0.0172	0.058	09:00	10:30
10262	2	0.148144	0.2932	08:00	08:30
10263	2	0.181	0.2962	09:00	09:30
10264	2	0.188367	0.3042	08:30	10:30
10265	2	0.04744	0.1732	09:00	09:30
10266	2	0.04224	0.08	10:30	12:00
10267	2	0.01271	0.0743	09:00	11:00
10268	2	0.01236	0.0427	09:00	10:00
10269	2	0.0263	0.03	08:00	09:00
10270	2	0.15628	0.2758	09:30	10:00
10271	2	0.00132	0.0014	11:00	12:00
10272	2	0.00651	0.0079	09:00	11:00
10273	2	0.22089	0.3692	10:00	11:00
10274	2	0.427	0.6553	08:00	10:00
10275	2	0.159465	0.3018	11:30	12:00
10276	2	0.135615	0.2547	09:30	11:00
10277	2	0.017	0.0774	10:00	10:30
10278	2	0.19925	0.3131	10:30	12:00
10279	2	0.15138	0.3166	08:00	10:00
10280	2	0.458324	0.7963	10:00	11:00
10281	2	0.169731	0.3162	08:30	10:30
10282	2	0.00275	0.0108	09:00	10:00
10283	2	0.00965	0.0358	08:00	09:30
10284	2	0.27	0.9	09:00	09:30
10285	2	0.141515	0.3067	09:00	10:30
10286	2	0.172	0.2543	10:00	10:30
10287	2	0.233098	0.4424	10:00	10:30
10288	2	0.00174	0.0255	08:00	09:30
10289	2	0.167725	0.2567	10:00	12:00
10290	2	0.0033	0.0388	08:00	09:00
10291	2	0.0104	0.0271	08:00	09:30
10292	2	0.00505	0.0117	11:00	11:30
10293	2	0.00108	0.0093	10:00	11:30
10294	2	0.00855	0.0194	08:00	08:30
10295	2	0.01324	0.0423	10:00	10:30
10296	2	0.233843	0.4788	10:00	11:30
10297	2	0.00132	0.0014	09:30	10:30
10298	2	0.154315	0.2805	08:30	10:00
10299	2	0.08	0.165	09:30	11:30
10300	2	0.248	0.514	09:00	10:00
10301	2	0.116	0.24	09:30	11:30
10302	2	0.3484	0.7428	10:00	11:00
10303	2	0.3084	0.4753	08:30	09:30
10304	2	0.42552	0.7946	09:00	11:00
10305	2	0.53058	1.1845	08:00	09:00
10306	2	0.35206	0.5677	09:30	11:30
10307	2	0.25584	0.4341	10:00	11:00
10308	2	0.63314	0.901	10:30	12:00
10309	2	0.2902	0.4687	10:00	10:30
10310	2	0.2869	0.478	09:30	11:00
10311	2	0.98664	1.5177	10:00	12:00
10312	2	0.07752	0.2258	08:00	09:00
10313	2	0.90402	1.4757	10:00	11:30
10314	2	0.11838	0.2677	09:00	10:00
10315	2	0.44918	0.8249	08:00	09:30
10316	2	0.09202	0.2043	11:30	12:00
10317	2	0.22008	0.3728	08:00	09:30
10318	2	0.2695	0.6045	10:30	11:00
10319	2	0.249	0.4469	10:00	10:30
10320	2	0.53744	0.8847	08:00	09:30
10321	2	1.52578	2.309	08:30	10:30
10322	2	0.68506	1.0887	08:30	09:30
10323	2	0.45786	0.6916	10:00	12:00
10324	2	1.2838	2.3358	10:00	11:00
10325	2	0.00726	0.0404	10:00	12:00
10326	2	0.0284	0.0898	09:30	10:00
10327	2	1.13966	1.7748	10:00	11:30
10328	2	0.83622	1.2372	08:30	10:30
10329	2	0.34886	0.6614	10:00	11:00
10330	2	0.31402	0.4957	08:00	10:00
10331	2	1.02788	1.5884	10:30	11:00
10332	2	1.14354	1.8357	08:00	09:30
10333	2	0.56518	0.9934	08:00	08:30
10334	2	0.58736	0.9466	10:00	11:30
10335	2	0.12896	0.2394	08:30	10:00
10336	2	0.13083	1.45	09:00	09:30
10337	2	0.2028	0.3875	10:00	11:30
10338	2	1.1096	7.4506	08:30	09:00
10339	2	0.200762	0.3948	08:30	09:30
10340	2	0.33028	0.5786	09:00	11:00
10341	2	0.4413	0.736	08:30	09:30
10342	2	0.64066	1.1978	10:00	12:00
10343	2	0.99912	1.6142	11:00	11:30
10344	2	0.37852	0.9054	10:30	11:30
10345	2	0.30788	0.6175	09:30	11:00
10346	2	0.27358	0.5589	11:30	12:00
10347	2	0.60722	0.953	10:30	12:00
10348	2	0.01358	0.0584	10:00	10:30
10349	2	0.42836	0.6541	09:00	10:00
10350	2	0.04638	0.1238	08:00	09:00
10351	2	0.1014	0.3298	09:00	11:00
10352	2	0.94838	1.4799	09:00	10:30
10353	2	1.22922	2.2785	10:00	12:00
10354	2	0.14754	0.2168	09:00	10:00
10355	2	1.05882	1.7261	09:00	10:30
10356	2	0.24104	0.3442	09:00	10:00
10357	2	1.6399	2.307	08:30	10:00
10358	2	0.14396	0.2614	10:30	11:00
10359	2	0.30226	0.6249	10:00	11:00
10360	2	0.04428	0.0736	09:00	09:30
10361	2	0.53208	0.7957	10:00	11:00
10362	2	0.46222	0.844	08:00	09:00
10363	2	0.79668	1.3288	08:00	08:30
10364	2	0.01008	0.0155	08:00	09:30
10365	2	0.71386	1.2858	09:00	11:00
10366	2	0.03248	0.0534	09:00	10:00
10367	2	0.18336	0.3324	08:30	09:30
10368	2	0.14778	0.4309	08:00	09:30
10369	2	0.14376	0.318	09:30	10:30
10370	2	0.48698	0.6686	09:30	11:30
10371	2	0.13476	0.3356	09:00	09:30
10372	2	1.5402	2.5964	08:00	09:00
10373	2	1.40492	2.1777	09:30	10:00
10374	2	0.4605	1.0361	08:00	09:00
10375	2	1.6181	2.3341	10:00	12:00
10376	2	0.62568	1.2917	08:30	10:00
10377	2	0.53138	0.9201	09:00	09:30
10378	2	0.32386	0.6175	10:00	11:30
10379	2	0.23034	0.3384	10:30	11:00
10380	2	0.37158	0.8335	09:00	11:00
10381	2	1.95406	3.4996	11:00	12:00
10382	2	0.19754	0.3674	09:30	11:30
10383	2	0.25872	0.4925	10:00	10:30
10384	2	0.02958	0.0828	10:00	12:00
10385	2	0.24096	0.5065	10:00	10:30
10386	2	0.39898	0.6086	08:00	09:00
10387	2	2.42934	4.2132	10:00	11:00
10388	2	0.026	0.0841	10:00	10:30
10389	2	0.27638	0.4391	10:00	11:30
10390	2	0.27382	0.4159	10:00	11:00
10391	2	0.17436	0.3032	10:00	12:00
10392	2	0.62094	1.0421	09:00	11:00
10393	2	0.34668	0.881	10:00	11:30
10394	2	0.1748	0.3024	09:00	10:00
10395	2	0.87262	1.7074	08:00	09:30
10396	2	0.21432	0.3194	10:00	11:30
10397	2	0.99816	1.8708	09:00	09:30
10398	2	0.51986	0.984	10:00	12:00
10399	2	0.83118	1.4532	09:00	09:30
10400	2	0.37924	0.8145	08:00	10:00
10401	2	0.21758	0.5999	10:30	11:30
10402	2	0.42048	0.7029	09:30	10:00
10403	2	1.54626	2.204	10:00	11:30
10404	2	0.36462	0.6038	09:00	10:00
10405	2	0.49926	0.7679	09:00	09:30
10406	2	0.3786	0.688	09:00	11:00
10407	2	0.53764	0.7184	08:00	10:00
10408	2	0.02826	0.0997	10:00	12:00
10409	2	0.1473	0.2267	10:00	11:30
10410	2	0.1169	0.217	11:30	12:00
10411	2	0.55948	1.0563	10:00	10:30
10412	2	0.37158	0.6483	08:00	10:00
10413	2	0.0888	0.1275	08:00	09:30
10414	2	0.24374	0.3902	10:30	11:30
10415	2	0.34806	0.622	08:30	10:30
10416	2	0.51346	0.8333	11:30	12:00
10417	2	0.06186	0.3615	09:30	11:00
10418	2	0.29114	0.4485	08:00	09:00
10419	2	0.18166	0.3318	08:00	09:00
10420	2	0.00174	0.0113	08:00	09:30
10421	2	0.2958	0.5314	10:00	11:00
10422	2	0.15204	0.3588	09:00	10:30
10423	2	0.93352	1.6593	10:00	10:30
10424	2	0.76428	1.2053	09:30	11:00
10425	2	0.09196	0.2093	10:00	12:00
10426	2	0.81876	1.2827	09:00	10:00
10427	2	0.55592	0.8878	08:00	10:00
10428	2	0.49298	0.7858	08:00	09:00
10429	2	0.06304	0.1729	08:00	09:30
10430	2	0.73346	1.4748	08:00	08:30
10431	2	0.27962	0.5189	11:30	12:00
10432	2	0.38512	0.6209	10:00	11:30
10433	2	0.18146	0.588	11:30	12:00
10434	2	0.02882	0.0973	10:00	11:30
10435	2	0.45782	0.7366	11:30	12:00
10436	2	1.4378	2.7187	08:00	09:30
10437	2	0.61244	1.1503	10:00	11:00
10438	2	1.21386	2.0523	09:00	11:00
10439	2	0.01514	0.0535	08:00	08:30
10440	2	0.92498	1.4561	09:30	11:00
10441	2	0.26328	0.4148	09:00	11:00
10442	2	0.08524	0.1432	10:00	11:00
10443	2	0.06646	0.1037	08:00	09:30
10444	2	0.42252	0.7675	11:00	11:30
10445	2	1.13288	1.8114	08:00	09:00
10446	2	1.7347	2.888	10:00	10:30
10447	2	0.09974	0.1793	09:30	10:00
10448	2	0.61094	1.0467	08:00	09:00
10449	2	0.23654	0.405	08:30	09:00
10450	2	0.03468	0.1495	10:30	12:00
10451	2	0.56804	1.0137	08:30	10:30
10452	2	1.31804	2.1146	09:30	10:00
10453	2	0.63722	1.0845	10:30	11:30
10454	2	0.21466	0.3682	08:00	10:00
10455	2	0.55876	0.956	09:30	10:00
10456	2	0.00104	0.0058	09:00	10:30
10457	2	0.3671	0.7404	11:00	11:30
10458	2	0.0049	0.0266	08:30	10:30
10459	2	0.14268	0.2194	08:00	09:30
10460	2	0.70432	1.3673	08:00	10:00
10461	2	0.47982	0.8208	08:30	09:00
10462	2	0.44456	0.6963	09:30	11:30
10463	2	0.68612	1.1114	09:30	11:30
10464	2	0.18542	0.3804	08:00	09:30
10465	2	0.63878	1.0059	10:00	10:30
10466	2	0.37128	0.5801	11:00	11:30
10467	2	0.34188	0.5727	09:00	11:00
10468	2	0.23382	0.4613	08:00	09:30
10469	2	0.62932	1.092	08:00	09:00
10470	2	0.1174	0.2353	10:30	12:00
10471	2	0.3542	0.5429	08:00	08:30
10472	2	0.2205	0.4668	10:00	10:30
10473	2	0.43428	0.7279	08:00	08:30
10474	2	0.02496	0.03	10:00	12:00
10475	2	0.02736	0.1189	10:00	11:30
10476	2	0.9337	1.7232	10:30	12:00
10477	2	0.05242	0.1159	08:00	09:00
10478	2	0.0857	0.1784	08:30	09:30
10479	2	0.3879	0.7503	10:00	12:00
10480	2	0.68066	1.3043	08:00	09:00
10481	2	0.19272	0.4081	09:30	10:30
10482	2	0.16038	0.4503	11:00	12:00
10483	2	0.08048	0.2328	11:00	11:30
10484	2	0.45934	0.7387	09:00	09:30
10485	2	0.11216	0.2803	08:30	10:30
10486	2	0.30934	0.4815	08:00	10:00
10487	2	0.12544	0.2661	10:00	11:30
10488	2	0.1464	0.2272	08:00	09:00
10489	2	0.19098	0.3131	10:00	11:00
10490	2	0.08352	0.1354	10:00	10:30
10491	2	0.01	0.0182	10:00	10:30
10492	2	0.2513	0.4956	10:30	11:00
10493	2	0.93376	1.4915	10:00	12:00
10494	2	0.2535	0.4641	08:00	10:00
10495	2	0.20894	0.34	10:30	11:30
10496	2	0.02224	0.0584	11:00	12:00
10497	2	0.29046	0.4789	10:00	11:00
10498	2	0.14242	0.2079	08:00	08:30
10499	2	0.14204	0.3475	08:00	09:00
10500	2	0.4531	0.8275	10:00	12:00
10501	2	0.0681	0.172	10:00	11:30
10502	2	0.63968	1.2843	09:00	10:30
10503	2	0.14996	0.2332	10:30	11:30
10504	2	0.16444	0.2704	10:30	11:00
10505	2	0.05912	0.1088	11:00	11:30
10506	2	0.39832	0.6243	09:00	09:30
10507	2	0.22868	0.3277	10:00	12:00
10508	2	0.24745	1.8008	09:30	11:30
10509	2	0.048	0.0792	08:30	10:00
10510	2	0.173841	0.3197	08:00	09:30
10511	2	0.00783	0.0168	08:30	09:00
10512	2	0.19588	0.4018	11:00	11:30
10513	2	0.01957	0.0268	09:00	11:00
10514	2	1.14672	1.9047	10:00	11:30
10515	2	0.1691	0.2946	10:00	11:30
10516	2	1.02551	1.5584	08:00	09:00
10517	2	0.167806	0.3168	11:00	11:30
10518	2	0.18507	0.4684	08:30	09:30
10519	2	0.00216	0.0239	10:00	12:00
10520	2	0.151403	0.2689	08:00	09:30
10521	2	0.002145	0.0092	09:30	11:00
10522	2	0.17732	0.3441	10:00	11:00
10523	2	0.0973	0.4035	09:30	10:00
10524	2	0.271326	0.7891	10:30	11:00
10525	2	0.244913	0.4047	10:00	10:30
10526	2	0.247967	0.4008	10:00	12:00
10527	2	0.16859	0.286	11:00	12:00
10528	2	0.00144	0.0044	09:30	10:30
10529	2	0.072	0.6043	11:00	11:30
10530	2	0.246	2.0252	08:30	10:30
10531	2	0.1026	0.8663	09:00	11:00
10532	2	0.0822	0.6728	10:00	11:30
10533	2	0.17578	0.2948	08:00	09:30
10534	2	0.00332	0.0278	10:00	11:30
10535	2	0.186209	0.3568	08:30	09:00
10536	2	0.01968	0.0194	09:30	11:30
10537	2	0.00408	0.0522	08:00	09:00
10538	2	0.174864	0.5003	09:00	11:00
10539	2	0.15803	0.287	10:30	11:30
10540	2	0.2025	2.6265	08:00	09:30
10541	2	0.3688	0.577	10:30	11:30
10542	2	0.22071	0.3751	08:30	09:00
10543	2	0.22148	0.3468	10:00	11:30
10544	2	0.235425	0.3893	09:00	11:00
10545	2	0.174095	0.2023	10:30	12:00
10546	2	0.152258	0.2995	10:30	11:30
10547	2	0.15493	0.313	09:30	10:30
10548	2	0.18408	0.3315	11:00	11:30
10549	2	0.2036	0.3671	09:00	11:00
10550	2	0.261575	0.5859	08:00	10:00
10551	2	0.180245	0.3471	08:00	09:30
10552	2	0.138	1.0794	09:00	10:00
10553	2	0.17466	0.3058	10:30	11:00
10554	2	0.15849	0.2766	10:00	10:30
10555	2	0.01068	0.0122	09:30	11:30
10556	2	0.1074	0.4501	09:00	10:30
10557	2	0.11576	0.4685	08:30	10:00
10558	2	0.427	0.6553	08:00	09:00
10559	2	0.174964	0.2683	09:30	11:30
10560	2	0.74092	0.8807	09:00	11:00
10561	2	0.2936	3.8229	09:00	11:00
10562	2	0.185	0.3252	10:00	11:30
10563	2	0.175875	0.5354	10:00	11:00
10564	2	0.157195	0.3262	10:00	11:00
10565	2	0.159406	0.2642	08:30	10:30
10566	2	0.22959	0.397	10:30	12:00
10567	2	0.238699	0.582	08:00	09:30
10568	2	0.298224	0.4553	09:00	10:00
10569	2	0.153685	0.2652	09:00	11:00
10570	2	0.145995	0.2013	10:00	11:00
10571	2	0.158275	0.2426	09:00	09:30
10572	2	0.1074	0.4501	10:00	12:00
10573	2	0.599	0.9073	08:00	10:00
10574	2	0.2544	0.237	09:00	10:30
10575	2	0.5088	0.474	11:00	11:30
10576	2	0.0082	0.1616	08:30	10:30
10577	2	1.0176	0.948	08:00	10:00
10578	2	0.01008	0.0407	08:00	09:30
10579	2	0.02625	0.0541	09:00	10:00
10580	2	0.03922	0.0609	08:00	09:00
10581	2	0.0579	0.0908	11:00	12:00
10582	2	0.414	3.2382	09:00	09:30
10583	2	0.5136	0.5362	10:00	12:00
10584	2	0.03	0.0618	08:00	10:00
10585	2	0.1892	0.3807	08:00	09:30
10586	2	0.0384	0.0468	08:30	09:30
10587	2	0.0696	0.6805	10:30	11:30
10588	2	0.1744	1.4556	10:00	10:30
10589	2	0.0105	0.893	08:00	10:00
10590	2	0.0824	0.7312	08:30	10:30
10591	2	0.01327	0.0815	10:00	11:30
10592	2	0.2256	0.3534	09:30	10:30
10593	2	0.001572	0.0156	10:00	11:00
10594	2	0.20049	0.3726	10:00	10:30
10595	2	0.186368	0.3281	08:00	10:00
10596	2	0.04024	0.0658	09:00	11:00
10597	2	0.00506	0.0104	10:00	11:30
10598	2	0.0503	0.0822	10:30	12:00
10599	2	0.062	0.01	08:30	09:30
10600	2	0.21385	0.3243	08:00	09:00
10601	2	0.08292	0.1101	11:00	11:30
10602	2	0.00636	0.051	11:30	12:00
10603	2	0.04218	0.3401	10:00	12:00
10604	2	0.04623	0.19	09:30	11:00
10605	2	0.0044	0.0297	09:00	10:30
10606	2	0.002544	0.008	10:00	11:00
10607	2	0.00264	0.0163	08:00	10:00
10608	2	0.002202	0.005	08:00	09:30
10609	2	0.00192	0.0094	10:00	11:00
10610	2	0.12599	0.2188	10:30	11:30
